Set,Seq,Shape,ShapeName,startCos,startSin,DiagLen,DiagAngle,EndDist,EndCos,EndSin,PathLen,TotalRotSum,AbsRotSum,RotSquaredSum,AvgSpeed,TotalTime,AvgPressure,StrokeCount,Average Gsr Per Shape, Average Gsr Before Shapes,percent change from before shapes,Aspect (Absolute value of 45 degrees minus bounding box angle)
1,1,1,Line,-1,0,766.3523993568,0.0783731709,753.392991738,0.9968237138,-0.0796397108,781.6115042969,NaN,NaN,NaN,0,0,600.2037037037,1,0,23219.7750708453,-100,40.5095480804
1,1,2,Psi,1,0,730.6243905045,0.8648422573,574.3944637616,0.2576626506,0.9662349396,1276.7559251161,NaN,NaN,NaN,1276.7559251161,1,556.875,2,0,23219.7750708453,-100,4.5518112879
1,1,3,Pound,-0.3846153846,0.9230769231,808.4757262899,0.5873164973,461.8538729945,0.8769007335,0.4806715132,2149.6770009264,1.9655874465,7.9093513025,5.6878988545,2149.6770009264,1,577.2297297297,4,3089.9888713313,23219.7750708453,-86.6924254783,11.3492434663
1,1,4,Infinity,-0.8169678633,0.5766831976,783.9394109241,0.3165065524,257.6198750097,-0.9005516364,0.4347490658,2135.4844897543,0.1707352115,9.5631143229,1.4218574817,2135.4844897543,1,515.7311827957,1,25.2686052741,23219.7750708453,-99.8911763564,26.8655103592
1,2,1,Line,0.894427191,0.4472135955,960.6018946473,0.0354018696,960.6018946473,0.9993734193,0.0353944753,961.7054458268,0.463647609,0.9150740607,0.0721967179,961.7054458268,1,551.8484848485,1,8.4360492632,23219.7750708453,-99.9636686866,42.971622285
1,2,2,Infinity,-0.1961161351,0.9805806757,802.2000997257,0.2842927379,181.8350901229,-0.8689191943,0.4949539714,2062.9637642842,-0.5880026035,10.1302922097,1.7860810443,0,0,579.0125,1,0,23219.7750708453,-100,28.7112259721
1,2,3,Pound,-0.1757906385,0.9844275755,701.6359454874,0.5504411643,497.425371287,0.9368239477,0.3498012165,1741.7556875628,-1.335331648,8.1099303749,6.5320301106,0,0,579.2884615385,4,0,23219.7750708453,-100,13.4620444153
1,2,4,Psi,-0.1961161351,-0.9805806757,924.8183605444,0.6988916512,637.9090844313,0.5518027703,0.8339746415,1731.5939635835,NaN,NaN,NaN,1731.5939635835,1,533.6774193548,2,0,23219.7750708453,-100,4.9564580493
1,2,4,Psi,-0.3939192986,-0.91914503,825.7535952086,0.7485682098,541.1071982519,0.4823443503,0.8759816937,1681.6628384,-0.5292467808,13.4983437342,8.6742834944,1681.6628384,1,513.7802197802,2,605.4507955928,23219.7750708453,-97.3925208416,2.1102009008
1,2,4,Psi,0,-1,667.281050233,0.9428814857,559.7517306807,0.2697624531,0.9629269022,1304.8482922943,NaN,NaN,NaN,1304.8482922943,1,593.5342465753,2,-1577.7847901546,23219.7750708453,-106.7950046258,9.0231297116
1,3,1,Infinity,0,1,680,0.4373378917,55.1724568965,-0.7249994336,0.6887494619,1762.5593880799,-0.9827937232,10.7506996567,1.7294073764,0,0,504.7209302326,1,0,23219.7750708453,-100,19.9423845844
1,3,2,Pound,0,1,735.894014108,0.6717698134,527.185925457,0.8156515173,0.5785435181,1982.4991185253,4.8742264116,6.4077801676,2.9673301173,1982.4991185253,1,444.9344262295,4,0,23219.7750708453,-100,6.5104248879
1,3,3,Line,1,0,1107.5423242477,0.0677693644,1107.5423242477,0.9977045354,0.0677175024,1109.1253932986,-0.1106572212,0.7729469436,0.0983196753,0,0,385.2307692308,1,22.576839487,23219.7750708453,-99.9027689139,41.1171014396
1,3,4,Psi,-0.1961161351,0.9805806757,735.2088138754,0.9223986304,598.5649505275,0.2038208216,0.9790082087,1382.314449559,3.2973456343,6.2968634089,4.1812529906,0,0,490.1063829787,2,0,23219.7750708453,-100,7.8495485506
1,3,5,Infinity,0.0623782862,0.9980525785,886.855117818,0.3402933647,131.6054710109,-0.2887417955,0.9574070062,2318.2637588848,0.1825598531,11.6691933952,2.2116544275,2318.2637588848,1,466.0641025641,1,0,23219.7750708453,-100,25.5026264064
