Set,Seq,Shape,startCos,startSin,DiagLen,DiagAngle,EndDist,EndCos,EndSin,PathLen,TotalRotSum,AbsRotSum,RotSquaredSum,AvgSpeed,TotalTime
2,2,3,-0.707106781186547,-0.707106781186547,259.416653281936,0.684373395654071,101.833196944808,0.579378844719735,0.815058374775221,822.792311547391,NaN,NaN,NaN,822.792311547391,1
2,2,4,-0.707106781186547,0.707106781186547,263.210942021794,0.634382820476089,162.262133598693,0.986058770777121,-0.166397417568639,825.983347380756,NaN,NaN,NaN,825.983347380756,1
2,3,1,0.164398987305357,0.986393923832144,196.022957839127,0.745707826900538,93.5574689696125,-0.181706497484681,-0.983352809917097,715.144405406216,NaN,NaN,NaN,715.144405406216,1
2,3,2,-0.894427190999916,-0.447213595499958,225.07776433935,0.829394910263151,94.3663075467086,0.455671108872372,0.890148212680912,726.508936335402,NaN,NaN,NaN,726.508936335402,1
2,3,3,-0.707106781186547,-0.707106781186547,207.884583362981,0.193621992855945,203.009851977681,0.999951470445473,0.00985173862507855,495.895056116825,NaN,NaN,NaN,0,0
2,3,4,-0.707106781186547,-0.707106781186547,201.53411621857,0.701091430871242,18.1107702762748,-0.110431526074847,0.993883734673619,565.340393984418,NaN,NaN,NaN,565.340393984418,1
2,3,5,0,1,260.415053328336,0.632748835002183,119.816526406001,0.968146911611601,-0.250382821968518,797.543006467766,NaN,NaN,NaN,797.543006467766,1
2,4,1,0,1,239.885389300808,0.823727464646038,8.54400374531753,-0.936329177569045,0.351123441588392,647.948280076643,NaN,NaN,NaN,647.948280076643,1
2,4,2,-0.707106781186547,-0.707106781186547,151.789327688082,0.321750554396642,135.369863706809,0.997267754456709,0.0738716855153118,424.206702440887,NaN,NaN,NaN,0,0
2,4,3,-1,0,222.200360035712,0.641700930719862,17,0,1,608.392394668821,NaN,NaN,NaN,608.392394668821,1
2,4,4,-1,0,153.443800787129,0.2908325748336,136.499084246012,0.981691567677419,0.19047746835532,401.355594894966,NaN,NaN,NaN,401.355594894966,1
2,4,5,0,1,259.277843249283,0.689800044733608,131.472430570063,0.927951202172269,-0.372701712347879,776.071493987709,NaN,NaN,NaN,0,0
2,4,6,-0.6,-0.8,242.662316810831,0.753339180245966,103.247275993122,0.697354959803454,0.716725930909105,795.80468280228,NaN,NaN,NaN,795.80468280228,1
2,5,1,-1,0,206.729291586848,0.274312969162869,140.577380826362,0.988779270056893,0.149383918497804,552.42522406935,NaN,NaN,NaN,0,0
2,5,2,-0.832050294337844,-0.554700196225229,233.499464667481,0.749050542378428,115.624391890293,0.761085083876562,0.64865206012207,786.372787724072,NaN,NaN,NaN,786.372787724072,1
2,5,3,-0.832050294337844,-0.554700196225229,246.910915109073,0.673475920760462,19.313207915828,0.932004671541296,0.362446261154948,650.819051078388,NaN,NaN,NaN,0,0
2,5,4,0,1,264.781041617409,0.697156066456445,148.00337833982,0.925654546110723,-0.378369741475916,740.137402850092,NaN,NaN,NaN,0,0
2,5,5,-0.152057184253941,0.988371697650617,668.707708943153,0.255496954938848,534.02059885364,-0.998088839913983,0.0617953690753498,1397.84603704536,NaN,NaN,NaN,465.94867901512,3
2,5,5,-0.894427190999916,-0.447213595499958,293.20470664708,0.696048319115388,168.573426138285,0.943209161980061,-0.332199453275996,895.097683814472,NaN,NaN,NaN,895.097683814472,1
2,5,5,-0.707106781186547,-0.707106781186547,331.203864711751,0.648331989087261,197.524682002022,0.961905105094941,-0.273383556184878,933.975844685751,NaN,NaN,NaN,933.975844685751,1
2,5,6,-0.351123441588392,0.936329177569045,378.630426669596,0.656178717991395,232.331659487036,0.934009598515817,-0.357247910953055,1035.00906457216,NaN,NaN,NaN,1035.00906457216,1
2,5,7,1,0,181.077331546497,0.396915160685636,169.097604950514,0.975767812017723,0.21880853966458,511.540331555966,NaN,NaN,NaN,0,0
2,6,1,0,-1,366.652423965804,0.626590555081817,188.809427730715,0.953342225350744,-0.301891704694402,1109.83177856763,NaN,NaN,NaN,1109.83177856763,1
2,6,2,-0.447213595499958,-0.894427190999916,306.419646889686,0.681366737208816,50.0099990001999,-0.979804058780407,0.199960011996001,772.044727844565,NaN,NaN,NaN,772.044727844565,1
2,6,3,0,1,373.207716962016,0.637070329275684,202.074243781834,0.964991858193113,-0.262279838380692,1098.45534152032,NaN,NaN,NaN,1098.45534152032,1
2,6,4,-0.832050294337844,-0.554700196225229,306.528954586675,0.702256931509007,129.634100452003,0.748259907399244,0.663405691096237,985.485300947429,17.2057190294407,17.2550917135519,5.56118128224286,985.485300947429,1
2,6,5,-1,0,337.752868233565,0.733035172205489,168.344884092152,0.986070951280776,-0.166325220697962,1017.59764955847,NaN,NaN,NaN,1017.59764955847,1
2,6,5,-0.948683298050514,-0.316227766016838,362.008287197959,0.568847858421359,207.002415444845,0.961341439288776,-0.275359105725931,1005.8260293861,NaN,NaN,NaN,1005.8260293861,1
2,6,6,-1,0,265.165985752321,0.782731503051742,133.206606442774,0.660627894892025,0.750713516922755,845.733053332485,NaN,NaN,NaN,845.733053332485,1
2,6,7,1,0,181.245689603919,0.426627493126876,151.647617851386,0.962758281789031,0.270363627077742,490.908487077763,NaN,NaN,NaN,0,0
2,6,8,0,1,249.064248739156,0.582434732354646,39.8497176903426,-0.953582665134142,0.301131367937097,646.94727650954,NaN,NaN,NaN,646.94727650954,1
2,7,1,-0.928476690885259,-0.371390676354104,251.071702905764,0.805113918282473,125.924580602835,0.563829553055516,0.825891176306671,843.363230789524,NaN,NaN,NaN,843.363230789524,1
2,7,2,-1,0,314.671257028665,0.717933138875544,213.740496864773,0.931035545060519,-0.364928505099098,1029.61372682432,NaN,NaN,NaN,1029.61372682432,1
2,7,2,-1,0,338.209993938677,0.65118871606827,171.711968132684,0.94926405988223,-0.314480117997794,947.040657818655,NaN,NaN,NaN,947.040657818655,1
2,7,3,0,1,285.22271999264,0.656123159349305,29.9666481275434,-0.9010016697591,-0.4338156187729,714.020182956087,NaN,NaN,NaN,0,0
2,7,4,-0.707106781186547,-0.707106781186547,251.829307269825,0.813480666501888,106.667708328247,0.628118866056649,0.778117401234357,821.303483099137,NaN,NaN,NaN,821.303483099137,1
2,7,5,-0.371390676354104,0.928476690885259,319.010971598157,0.607130705098215,206.421898063166,0.97373390074387,-0.227689021566975,945.326619601989,NaN,NaN,NaN,945.326619601989,1
2,7,5,-1,0,338.746217691061,0.525737011119359,187.723200484117,0.969512556416269,-0.245041635138178,947.822191595943,NaN,NaN,NaN,947.822191595943,1
2,7,6,0,-1,189.179808647752,0.721813581022158,38.6393581727233,-0.983453188589073,-0.181162429476935,490.722520504233,NaN,NaN,NaN,490.722520504233,1
2,7,7,1,0,152.643375224737,0.375640235473065,143.178210632764,0.97780241407741,0.209529088730873,415.468321192721,NaN,NaN,NaN,415.468321192721,1
2,7,8,0.989949493661166,-0.14142135623731,175,0.283794109208328,108.171160666788,0.970683862064158,0.240359813463506,425.893648078965,NaN,NaN,NaN,0,0
2,7,9,-0.948683298050514,-0.316227766016838,236.381048309715,0.743506518301519,107.70329614269,0.519946946895745,0.854198555614439,719.589259704764,NaN,NaN,NaN,719.589259704764,1
2,8,1,0,-1,196.57568516986,0.785398163397448,74.9666592559653,0.693641687065871,0.720320213491481,689.026887376328,NaN,NaN,NaN,0,0
2,8,2,-0.707106781186547,-0.707106781186547,236.027540765903,0.716438613187771,112.485554628139,0.728982492650548,0.684532340659661,739.712973432192,17.5450116438948,17.9555882971547,6.71760607340946,739.712973432192,1
2,8,3,0,1,205.153600992037,0.520355303499994,127.015747055237,0.999876022811326,0.015746079099391,639.418418711397,NaN,NaN,NaN,639.418418711397,1
2,8,4,-0.948683298050514,-0.316227766016838,173.948268171891,0.785398163397448,82.8009661779378,0.603857687995462,0.79709214815401,560.338782189416,NaN,NaN,NaN,560.338782189416,1
2,8,5,0,-1,193.981957923927,0.686817649758645,17.0293863659264,-0.998274373174996,0.0587220219514703,534.865568295255,NaN,NaN,NaN,534.865568295255,1
2,8,6,0,-1,205,0.643501108793284,123.016259087976,0.99986782976416,-0.0162580134921002,631.548797396679,NaN,NaN,NaN,0,0
2,8,7,-0.0995037190209989,0.995037190209989,251.914668092193,0.613327584535827,145.344418537486,0.983869910099908,-0.178885438199983,743.298808784255,NaN,NaN,NaN,743.298808784255,1
2,8,8,0,1,227.178344038335,0.603874286539358,129.973074134607,0.946349856067995,-0.323143853291511,647.790362542634,NaN,NaN,NaN,647.790362542634,1
2,8,9,-0.970142500145332,-0.242535625036333,240.360146446952,0.711785106386442,135.66502865514,0.818191696860666,0.5749455167129,689.37720519251,NaN,NaN,NaN,0,0
2,8,10,0.970142500145332,-0.242535625036333,149.61617559609,0.298498931586179,145.910931735768,0.980049940733436,0.198751386582305,356.883076591788,-1.38777878078145E-17,1.84698584170984,0.33249422096416,356.883076591788,1
2,9,1,-0.707106781186547,0.707106781186547,230.672928624059,0.66864758500438,141.01418368377,0.999899416616121,0.0141829704484556,768.937148224866,NaN,NaN,NaN,768.937148224866,1
2,9,1,0.554700196225229,-0.832050294337844,329.984848137002,0.551853513397489,227.635673829916,0.997207494681211,-0.0746807374871391,931.451976675255,NaN,NaN,NaN,931.451976675255,1
2,9,2,0,1,290.946730519523,0.5946755264277,165.894544816881,0.970496047219134,-0.241117030365002,860.749103192947,NaN,NaN,NaN,860.749103192947,1
2,9,3,0,1,286.782147282567,0.591871056203995,167.430582630534,0.997428291631261,-0.0716714940094319,868.648321747861,NaN,NaN,NaN,0,0
2,9,4,-0.707106781186547,-0.707106781186547,296.243143380568,0.602982756314937,173.833253435584,0.995206593565294,-0.0977948675757803,909.196109682725,NaN,NaN,NaN,909.196109682725,1
2,9,5,-0.919145030018058,-0.393919298579168,232.658548091404,0.706295274018544,120.341181646185,0.67308629425086,0.739563952942303,771.026841793625,NaN,NaN,NaN,771.026841793625,1
2,9,6,1,0,169.008875506584,0.362925771011733,160.461833468274,0.984657825384,0.174496323485772,457.463517409356,NaN,NaN,NaN,0,0
2,9,7,-0.447213595499958,0.894427190999916,223.143451618012,0.725153692730391,12.6491106406735,-0.948683298050514,0.316227766016838,590.90989780531,NaN,NaN,NaN,590.90989780531,1
2,9,8,1,0,156.780100778128,0.406566826594542,149.187801109876,0.965226371919944,0.261415475728318,402.508020019952,NaN,NaN,NaN,0,0
2,9,9,-0.707106781186547,0.707106781186547,210.753410411315,0.701421044269862,10.0498756211209,-0.995037190209989,-0.0995037190209989,530.667813974005,NaN,NaN,NaN,530.667813974005,1
2,9,10,0,1,249.969998199784,0.731625688133897,138.050715318683,0.992388917969333,-0.123143150404954,764.157890677604,NaN,NaN,NaN,0,0
2,9,10,-0.894427190999916,-0.447213595499958,278.402586194884,0.647811426927098,136.682112948257,0.958428262296415,-0.285333604805803,824.617727649033,NaN,NaN,NaN,824.617727649033,1
3,1,1,-0.948683298050514,-0.316227766016838,351.778339299053,0.611657496490512,42.5440947723653,-0.869685915236197,0.493605519458382,832.689246152277,7.29967413777293,7.63943327890178,1.24570301593729,832.689246152277,1
3,1,2,1,0,236.890269956366,0.776443178896482,14.422205101856,-0.554700196225229,-0.832050294337844,536.377747224019,NaN,NaN,NaN,536.377747224019,1
3,1,3,-1,0,272.530732211984,0.427538516257771,98.351410767716,0.681230695899614,0.732068807533914,632.754023349748,NaN,NaN,NaN,0,0
3,1,3,1,0,256.259633965242,0.379781739558041,174.264167286336,0.98700726993051,0.160675602081711,550.509690590197,NaN,NaN,NaN,550.509690590197,1
3,1,4,1,0,231.086563867309,0.566397322414551,23.259406699226,0.90286051882393,-0.429933580392348,840.857638283039,NaN,NaN,NaN,840.857638283039,1
3,1,5,0,1,196.468827043885,0.669971503030524,103.754517973918,0.896346509203376,0.443354187347906,369.776793368142,NaN,NaN,NaN,369.776793368142,1
3,2,1,-0.242535625036333,0.970142500145332,196.022957839127,0.745707826900538,96.6488489326179,0.87947245040922,0.475949796692048,377.909855807421,NaN,NaN,NaN,377.909855807421,1
3,2,2,-0.989949493661166,-0.14142135623731,179.635742545853,0.694738276196703,41.6293165929973,-0.912818251894921,0.408366060058254,453.692013633919,7.2104805251812,7.36402430772075,1.4666915277507,0,0
3,2,3,-1,0,200.524312740376,0.586619478565103,133.093951778434,0.864051284550066,0.503403791868299,437.264166113506,NaN,NaN,NaN,437.264166113506,1
3,2,4,0.447213595499958,-0.894427190999916,181.760831864294,0.765945364570787,18.3575597506858,0.871575537124549,-0.490261239632559,689.203826335511,NaN,NaN,NaN,689.203826335511,1
3,2,4,0.707106781186547,-0.707106781186547,207.200386100026,0.641570609261,37.4833296279826,0.693641687065871,-0.720320213491481,755.136658687453,NaN,NaN,NaN,755.136658687453,1
3,2,5,0.196116135138184,-0.98058067569092,213.433830495543,0.625696055218161,25.0199920063936,-0.999200958721789,0.0399680383488716,472.797079774054,NaN,NaN,NaN,472.797079774054,1
3,3,1,-1,0,204.266982158155,0.551334264130307,103.855669079738,0.779928536571367,0.625868578730109,487.113345802975,NaN,NaN,NaN,487.113345802975,1
3,3,2,-0.447213595499958,-0.894427190999916,208.197022072843,0.731030026924251,95.2942810456115,0.881479970028782,0.472221412515419,408.883988134173,NaN,NaN,NaN,408.883988134173,1
3,3,3,0,-1,181.40011025355,0.926192682615939,20.6155281280883,0.242535625036333,-0.970142500145332,417.245842837317,NaN,NaN,NaN,417.245842837317,1
3,3,4,1,0,205,0.864815551141076,16.6433169770932,0.841178475376554,-0.540757591313499,750.847191135574,NaN,NaN,NaN,375.423595567787,2
3,3,4,1,0,188.350736659032,0.732815101786507,3,0,-1,720.442932244841,NaN,NaN,NaN,720.442932244841,1
3,3,4,1,0,258.600077339509,0.642727713742534,37.5366487582469,0.666015769308852,-0.745937661625915,957.428998922696,NaN,NaN,NaN,478.714499461348,2
3,3,5,-0.98058067569092,-0.196116135138184,170.590152119048,0.739786666398572,27.5862284482674,-0.688749461914693,0.724999433594414,402.752844468288,7.26597903042692,8.37311994341836,1.85662606514863,402.752844468288,1
3,3,6,0.554700196225229,-0.832050294337844,809.209490799509,0.206605187974478,656.47619911159,-0.999274613287984,-0.0380821117868896,1549.72494400251,NaN,NaN,NaN,516.57498133417,3
