Set,Seq,Shape,ShapeName,startCos,startSin,DiagLen,DiagAngle,EndDist,EndCos,EndSin,PathLen,TotalRotSum,AbsRotSum,RotSquaredSum,AvgSpeed,TotalTime,AvgPressure,StrokeCount
1,1,1,Line,1,0,245.814971065637,0.081452044305871,245.399674001413,0.998371334423977,0.057049790538513,247.141319448746,0,0.721132000956212,0.0639107618588102,0,0,373.117647058824,1
1,1,2,Psi,0.196116135138184,0.98058067569092,225.523834660552,1.03569997016148,158.145502623375,0.499539972300946,0.86629083804088,363.903867957148,3.10934577115454,4.89869125549637,3.2757171614486,363.903867957148,1,370.034482758621,2
1,1,3,Pound,0,1,241.346224333425,0.962107019467485,132.310241478126,0.566849543634151,0.823821336748299,618.777166793884,2.37746787621641,11.3229563398507,11.7990704608328,618.777166793884,1,327.573770491803,4
1,1,4,Infinity,0.894427190999916,-0.447213595499958,204.846283832536,0.395917668228071,6.70820393249937,-0.447213595499958,0.894427190999916,519.252692634371,1.10714871779409,8.7391382190157,2.45973712803279,0,0,373.868852459016,1
1,2,1,Line,0.970142500145332,0.242535625036333,244.844848832888,0.122835238877895,244.182308941496,0.995158089271001,0.0982872186934322,246.373243301429,0.344647315618026,0.776033310733972,0.0545907237291148,0,0,354.1875,1
1,2,2,Infinity,0,-1,218.936063726377,0.383899069778045,20.3960780543711,0.196116135138184,-0.98058067569092,554.90157829679,0.218668945873942,8.84640201531048,2.51384119327261,0,0,382.321428571429,1
1,2,3,Pound,1,0,241.813978090598,0.938047491792713,133.689939786059,0.688159484155844,0.725559456120836,655.807530519638,0.463647609000806,9.06990417697251,6.77335878171965,0,0,331.689189189189,4
1,2,4,Psi,1,0,244.861185164166,1.06330115443447,216.379296606676,0.147888455604734,0.989004046856658,448.898662376092,1.71269338139906,8.0478217185919,6.64355509060056,448.898662376092,1,401.125,2
1,3,1,Infinity,0,-1,215.675682449367,0.430464772834308,25.8069758011279,-0.813733471206735,0.581238193719096,491.118635941803,0.519146114246523,9.05091948381624,2.29446495701857,0,0,495.966101694915,1
1,3,2,Pound,1,0,235.866487657743,0.951039694394644,144.516435051519,0.567409512771108,0.823435756338559,641.648014358573,-1.6269566939825,9.0038548740314,6.84185997283933,641.648014358573,1,362.114285714286,4
1,3,3,Line,1,0,240.208242989286,0.0416425790985884,240.074988284911,0.999687646408123,0.0249921911602031,241.001808066902,-2.77555756156289E-17,0.657881713449108,0.0741605755475772,0,0,368.3125,1
1,3,4,Psi,0.447213595499958,0.894427190999916,231.192560433938,1.01999144323981,204.266982158155,0.264359905009955,0.964424097906687,402.297738846097,2.67794504458899,6.09759141158126,3.74656408750194,402.297738846097,1,398.78125,2
1,3,5,Infinity,0.371390676354104,-0.928476690885259,242.396369609778,0.471027548819479,35.6931365951495,-0.196116135138184,0.98058067569092,572.232468427602,0.560359876904843,8.63213483010455,2.46242609883589,0,0,385.519230769231,1
1,4,1,Line,-0.98058067569092,0.196116135138184,264.484404077065,0.0605320197821071,250.511476783001,0.997958270057847,0.0638693292837022,280.002434721834,0.588002603547568,1.35743439129881,0.238373956427592,0,0,392.071428571429,1
1,4,2,Pound,0,1,237.002109695251,0.923075833758609,165.323924463461,0.568580744166738,0.822627459645494,663.153829849153,4.71238898038469,13.6421856885046,12.1155990636294,663.153829849153,1,314.652777777778,4
1,4,3,Infinity,0,-1,196.697737658571,0.402221565662103,23.6008474424119,-0.59319903804985,0.805055837353368,464.143504394722,0.141897054604164,9.18482869872837,3.30217897992082,0,0,404.375,1
1,4,4,Psi,0,1,207.523492646013,1.04029385677842,176.567267634746,0.169906916507646,0.985460115744348,392.823554702992,3.14159265358979,5.75809870933845,4.50111197680363,392.823554702992,1,391.027777777778,2
1,4,5,Pound,-0.351123441588392,0.936329177569045,256.906597813291,0.898486990721122,159.402007515589,0.595977437678814,0.803001179188297,702.970796403379,4.28576148725781,10.6226593856266,7.19324498506782,702.970796403379,1,306.046153846154,4
1,4,6,Psi,1,0,228.352797223945,1.05816831687036,177.341478509682,0.219914711029494,0.97551910277186,405.277148229905,1.5707963267949,7.93382078425684,6.69377094015213,0,0,395.25641025641,2
1,5,1,Pound,0,1,230.204257128316,0.933376811137707,140.206989840022,0.591981898296969,0.805951259127199,650.71500622844,-2.35619449019234,14.7990619206888,9.85263493160769,650.71500622844,1,368.565789473684,4
1,5,2,Line,0.948683298050514,0.316227766016838,205.156038175824,0.0390045982048048,205.002439009881,0.999988102532376,0.00487799074406037,206.091708635421,0.412410441597387,0.677318011357922,0.0941570292138099,0,0,345.428571428571,1
1,5,3,Psi,0.242535625036333,0.970142500145332,224.379143415782,1.05330858582079,197.608198210499,0.161936601263438,0.986801163949074,376.609441587968,2.89661399046293,6.15601004160601,4.21844683472883,0,0,383.162162162162,2
1,5,4,Line,-1,0,218.277346511268,0.0504159568888211,216.27991122617,0.998705791838996,0.0508600171769859,220.587039246475,-0.197395559849881,0.596670692809066,0.0493910240013242,220.587039246475,1,367.5,1
1,5,5,Line,-1,0,207.118323670312,0.0338035436934551,206.002427170167,0.999988217759371,-0.00485431173669598,208.621470475323,1.38777878078145E-17,0.551611797177045,0.0450745198137266,208.621470475323,1,327.764705882353,1
1,5,6,Infinity,1,0,234.882949572761,0.435083951162046,29.8328677803526,-0.636881446996291,0.770961751627089,554.712163623093,1.69515132134166,8.18753416585826,2.17734660588359,0,0,417.431034482759,1
1,5,7,Line,0,1,217.112873869792,0.0322468824352539,217.082933460924,0.999617964159587,0.0276392063822927,218.622803304369,-0.0906598872007451,0.942120754213536,0.12216347173315,0,0,353.111111111111,1
1,6,1,Line,-1,0,217.329243315298,0.110657221173896,212.36054247435,0.993593242612319,0.113015345131259,223.083315430541,6.93889390390723E-18,0.484919932297037,0.0420923863552372,0,0,332.25,1
1,6,2,Pound,0.447213595499958,-0.894427190999916,223.331592033013,0.858284692965495,161.928996785628,0.704012266258404,0.710187812453653,638.935310695016,-4.24874137138388,11.6780288637233,8.15052598598579,638.935310695016,1,311.773333333333,4
1,6,3,Psi,0,1,224.182960993917,1.0732295961149,182.964477426631,0.273277090193916,0.961935357482584,381.00617482083,3.14159265358979,5.4585629138225,1.81898030282998,381.00617482083,1,416.414634146341,2
1,6,4,Pound,0,1,237.261459154242,0.950056884947312,151.953940389843,0.506732499351144,0.862103343051947,643.631806896115,-1.73594500420952,8.36176379676219,6.46545014260905,643.631806896115,1,287.972222222222,4
1,6,5,Infinity,0.707106781186547,-0.707106781186547,199.722307216795,0.412123744357536,37.8021163428716,-0.793606361291916,0.608431543657136,478.224989569324,0.785398163397449,8.68005404395331,2.42970332177629,0,0,439.677966101695,1
1,6,6,Line,1,0,188.130274012451,0.0372168500834714,188.023934646629,0.999872704256113,0.0159554154934486,188.751441660082,4.16333634234434E-17,0.656516109454108,0.102280839360523,188.751441660082,1,317.466666666667,1
1,6,7,Infinity,0,-1,200.392115613364,0.443561025172924,17.7200451466693,0.28216632399155,0.959365501571271,477.23924533181,0.380506377112365,9.33804784931762,2.3745111154551,0,0,403.064516129032,1
1,6,8,Psi,1,0,234.546370681791,1.149108807598,181.033146136281,0.209906311694952,0.977721504473857,390.280390028922,2.48054948473911,5.3265297018184,1.87324471643839,390.280390028922,1,413.333333333333,2
1,7,1,Pound,0,1,199.421663818152,0.974448993441596,119.037809119624,0.579647764943828,0.814867147819584,552.495453031134,4.24874137138388,11.202650114232,5.59507843442606,0,0,316.346153846154,4
1,7,2,Psi,0,1,210.19038988498,1.10714871779409,163.954261914718,0.243970480137968,0.969782658548424,353.431335975205,3.14159265358979,4.72455802339282,1.40853916160228,353.431335975205,1,360.583333333333,2
1,7,3,Line,1,0,201.992574120931,0.0991760416935701,201.992574120931,0.995086086083852,0.0990135409038658,202.290119045723,-0.0906598872007451,0.505114864232077,0.0373550811880393,0,0,325.9375,1
1,7,4,Line,-1,0,186.002688152618,0.00537629228570889,184.002717371239,0.99998523189615,0.00543470234726168,188.031219541881,0,0.124837619991915,0.00779221568262285,0,0,337.333333333333,1
