Average Gsr Per Shape, Average Gsr Before Shapes,percent change from before shapes
1.0181894657,29907.8894228179,-99.9965955824
-153.4354458374,29907.8894228179,-100.5130266588
0,29907.8894228179,-100
113.4167567675,29907.8894228179,-99.6207798044
0,29907.8894228179,-100
141.1611167986,29907.8894228179,-99.5280137799
-23.7521420545,29907.8894228179,-100.079417647
0,29907.8894228179,-100
0,29907.8894228179,-100
0,29907.8894228179,-100
0,29907.8894228179,-100
1406.6046841624,29907.8894228179,-95.2968774751
210.3506665825,29907.8894228179,-99.2966716454
22.0930827799,29907.8894228179,-99.9261295825
0,29907.8894228179,-100
0,29907.8894228179,-100
949.653191813,29907.8894228179,-96.8247401935
31.7284539131,29907.8894228179,-99.8939127617
818.6811859915,29907.8894228179,-97.2626581086
377.7855482326,29907.8894228179,-98.7368364819
-9.2707178688,29907.8894228179,-100.0309975664
17.7549248408,29907.8894228179,-99.9406346446
93.7673995057,29907.8894228179,-99.6864793828
0,29907.8894228179,-100
0,29907.8894228179,-100
0,29907.8894228179,-100
1397.2575952783,29907.8894228179,-95.3281303955
0,29907.8894228179,-100
55.2305667241,29907.8894228179,-99.8153311123
-604.8825416354,29907.8894228179,-102.0224848804
236.7565353945,29907.8894228179,-99.2083809992
-4464.5362879457,29907.8894228179,-114.9276206851
289.7119163673,29907.8894228179,-99.0313194212
1029.4516632583,29907.8894228179,-96.5579260753
0,29907.8894228179,-100
466.4559493496,29907.8894228179,-98.4403581852
317.54691128,29907.8894228179,-98.93825035
328.2274426467,29907.8894228179,-98.9025389321
370.0322781058,29907.8894228179,-98.7627603109
512.2410662141,29907.8894228179,-98.2872710977
0,29907.8894228179,-100
-66.0314441737,29907.8894228179,-100.2207826946
112.6213413913,29907.8894228179,-99.6234393547
31.2836299021,29907.8894228179,-99.895400075
837.4649667468,29907.8894228179,-97.1998526713
17.7314081752,29907.8894228179,-99.9407132749
46.5386123175,29907.8894228179,-99.8443935255
589.7649136061,29907.8894228179,-98.028062411
42.6604051379,29907.8894228179,-99.8573606966
0,29907.8894228179,-100
1490.3129657228,29907.8894228179,-95.0169905183
0,29907.8894228179,-100
-477.6005349126,29907.8894228179,-101.5969048439
0,29907.8894228179,-100
17.8020518645,29907.8894228179,-99.9404770707
-197.9385904801,29907.8894228179,-100.6618273449
0,29907.8894228179,-100
0,29907.8894228179,-100
66.9627343198,29907.8894228179,-99.7761034442
192.5821094572,29907.8894228179,-99.3560825816
-85.4331955333,29907.8894228179,-100.2856543781
0,29907.8894228179,-100
0,29907.8894228179,-100
0,29907.8894228179,-100
0,29907.8894228179,-100
0,29907.8894228179,-100
8964.204140028,29907.8894228179,-70.0272927544
1494.7709349696,29907.8894228179,-95.0020848551
15.9354464925,29907.8894228179,-99.9467182513
385.6567385661,29907.8894228179,-98.7105183749
0,29907.8894228179,-100
228.7439668779,29907.8894228179,-99.2351718182
17.7784415063,29907.8894228179,-99.9405560143
0,29907.8894228179,-100
0,29907.8894228179,-100
0,29907.8894228179,-100
0,29907.8894228179,-100
505.1667809944,29907.8894228179,-98.3109246732
0,29907.8894228179,-100
382.087678614,29907.8894228179,-98.7224518815
-18.87673965,29907.8894228179,-100.0631162547
0,29907.8894228179,-100
0,29907.8894228179,-100
0,29907.8894228179,-100
0,29907.8894228179,-100
161.2747153501,29907.8894228179,-99.4607619646
0,29907.8894228179,-100
44.8945912126,29907.8894228179,-99.8498904735
1458.7214127267,29907.8894228179,-95.1226200147
69.6524605243,29907.8894228179,-99.7671100774
24.3091853108,29907.8894228179,-99.9187198235
24.2185872814,29907.8894228179,-99.919022747
0,29907.8894228179,-100
912.2548073404,29907.8894228179,-96.949785408
1210.9392513765,29907.8894228179,-95.9511042914
691.9899592087,29907.8894228179,-97.6862628137
0,29907.8894228179,-100
0,29907.8894228179,-100
0,29907.8894228179,-100
0,29907.8894228179,-100
256.5594235779,29907.8894228179,-99.1421680749
4046.6545352162,29907.8894228179,-86.4696084769
0,29907.8894228179,-100
0,29907.8894228179,-100
0,29907.8894228179,-100
0,29907.8894228179,-100
417.2962548262,29907.8894228179,-98.6047285085
362.5749226099,29907.8894228179,-98.78769472
0,29907.8894228179,-100
96.57669182,29907.8894228179,-99.6770862348
0,29907.8894228179,-100
3500.5376825881,29907.8894228179,-88.295604437
305.7449475647,29907.8894228179,-98.9777113883
11.3456638008,29907.8894228179,-99.9620646458
1150.6229933135,29907.8894228179,-96.1527776934
-80.6378321106,29907.8894228179,-100.269620604
462.9272184635,29907.8894228179,-98.4521568476
-190.6566318669,29907.8894228179,-100.6374793927
0,29907.8894228179,-100
0,29907.8894228179,-100
20.4076350617,29907.8894228179,-99.9317650444
51.3827974761,29907.8894228179,-99.8281965111
769.4083249981,29907.8894228179,-97.4274068152
155.2962009563,29907.8894228179,-99.4807517215
228.7439668779,29907.8894228179,-99.2351718182
15.2328725389,29907.8894228179,-99.9490673771
140.892537536,29907.8894228179,-99.5289118014
579.5295212883,29907.8894228179,-98.0622854622
2677.4250767903,29907.8894228179,-91.0477632208
0,29907.8894228179,-100
595.7798008496,29907.8894228179,-98.0079510378
74.0625532325,29907.8894228179,-99.7523644942
95.7207260059,29907.8894228179,-99.6799482416
33.876162249,29907.8894228179,-99.8867316855
0,29907.8894228179,-100
