Average Gsr Per Shape, Average Gsr Before Shapes,percent change from before shapes
7089.5786084408,-1550.0631406402,-557.3735367653
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
0,-1550.0631406402,-100
