Average Gsr Per Shape, Average Gsr Before Shapes,percent change from before shapes
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
342.5930507594,7853.4246885058,-95.6376604558
0,7853.4246885058,-100
0,7853.4246885058,-100
121.0447072589,7853.4246885058,-98.4587016231
0,7853.4246885058,-100
376.405263486,7853.4246885058,-95.2071194617
733.577976698,7853.4246885058,-90.659132725
0,7853.4246885058,-100
46.7078006698,7853.4246885058,-99.4052556366
136.4977756252,7853.4246885058,-98.2619330924
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
190.6650396583,7853.4246885058,-97.5722051561
0,7853.4246885058,-100
2317.2927430797,7853.4246885058,-70.4932200283
15.7989766682,7853.4246885058,-99.7988269157
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
17.8257250168,7853.4246885058,-99.7730197242
251.4430208421,7853.4246885058,-96.7983009857
0,7853.4246885058,-100
197.7999941333,7853.4246885058,-97.4813536517
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
-9992.7173092901,7853.4246885058,-227.2402512997
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
35.8424223743,7853.4246885058,-99.5436077406
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
639.3531665357,7853.4246885058,-91.8589253492
172.7057616305,7853.4246885058,-97.8008860022
3100.6513946659,7853.4246885058,-60.5184805655
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
25.33122145,7853.4246885058,-99.6774499985
1057.3354185548,7853.4246885058,-86.5366326094
532.8742114612,7853.4246885058,-93.2147536572
202.0840590131,7853.4246885058,-97.4268033752
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
0,7853.4246885058,-100
87.6822031793,7853.4246885058,-98.8835163428
0,7853.4246885058,-100
36.9795133496,7853.4246885058,-99.5291288219
