Timestamp_Unix, Timestamp_Hour, Timestamp_Minute, Timestamp_Second, Timestamp_Millisecond, Current_Internal_ADC_A13_Raw, Current_Internal_ADC_A13_Cal, Current_GSR_Raw, Current_GSR_Calculated
1450109779, 16, 16, 19, 713, 5382, 3942.85714285714, 49162, -3368.79552084948
1450109779, 16, 16, 19, 791, 39635, 29036.63003663, 60509, 876.265217440832
1450109779, 16, 16, 19, 885, 5126, 3755.31135531135, 48650, 228.587103115642
1450109779, 16, 16, 19, 900, 2310, 1692.30769230769, 2031, 19.6986888552698
1450109780, 16, 16, 20, 25, 2025, 1483.51648351648, 1332, 40.4987830115705
1450109780, 16, 16, 20, 260, 3846, 2817.58241758242, 39434, 352.273928206573
1450109780, 16, 16, 20, 306, 2559, 1874.72527472527, 2294, 16.5085423452365
1450109780, 16, 16, 20, 681, 2580, 1890.10989010989, 2244, 17.0329604818284
1450109780, 16, 16, 20, 775, 2203, 1613.91941391941, 51406, 1377.46131675384
1450109780, 16, 16, 20, 869, 19539, 14314.2857142857, 60000, 1099.86220926242
1450109781, 16, 16, 21, 572, 64265, 47080.5860805861, 28680, -287.670444738508
1450109782, 16, 16, 22, 41, 29194, 21387.5457875458, 15368, 11.1243985872014
1450109782, 16, 16, 22, 41, 2575, 1886.44688644689, 2187, 17.6729653115037
1450109783, 16, 16, 23, 166, 55562, 40704.7619047619, 24072, 62.9826042047187
1450109783, 16, 16, 23, 181, 2566, 1879.85347985348, 2213, 17.3751681047514
1450109785, 16, 16, 25, 963, 29194, 21387.5457875458, 37896, 1880.7598269701
1450109786, 16, 16, 26, 588, 2515, 1842.49084249084, 51352, 1425.80130033079
1450109796, 16, 16, 36, 823, 6409, 4695.23809523809, 34057, 1090.27474923681
1450109801, 16, 16, 41, 119, 32266, 23638.0952380952, 64776, 820.244419713164
1450109801, 16, 16, 41, 901, 2314, 1695.2380952381, 63498, 1570.75530082791
1450109802, 16, 16, 42, 323, 42131, 30865.2014652015, 28778, -339.328130302002
1450109802, 16, 16, 42, 338, 6251, 4579.48717948718, 61447, -3353.34835186282
1450109802, 16, 16, 42, 432, 27588, 20210.989010989, 1837, 22.9734013958639
1450109802, 16, 16, 42, 557, 4872, 3569.23076923077, 51210, 1570.75530082791
1450109802, 16, 16, 42, 901, 5895, 4318.68131868132, 41226, -1619.95788109509
1450109803, 16, 16, 43, 151, 3335, 2443.22344322344, 37642, 6635.700066357
1450109803, 16, 16, 43, 260, 2575, 1886.44688644689, 2234, 17.1418678122006
1450109803, 16, 16, 43, 338, 2823, 2068.13186813187, 43018, 482.928478292365
1450109803, 16, 16, 43, 682, 5383, 3943.58974358974, 43018, 482.928478292365
1450109840, 16, 17, 20, 729, 2552, 1869.59706959707, 2271, 16.7457064008788
1450109840, 16, 17, 20, 917, 2571, 1883.51648351648, 2184, 17.7079847073844
1450109983, 16, 19, 43, 544, 47114, 34515.7509157509, 39944, 277.492577073563
1450109984, 16, 19, 44, 200, 18675, 13681.3186813187, 62151, 44103.7673438065
1450109989, 16, 19, 49, 497, 41226, 30202.1978021978, 39432, 352.646612829284
1450109990, 16, 19, 50, 560, 2055, 1505.49450549451, 34438, 671.727010143078
1450109992, 16, 19, 52, 13, 47049, 34468.1318681319, 62213, 19633.4821551281
1450109992, 16, 19, 52, 481, 4871, 3568.49816849817, 36106, 250.582604555592
1450109992, 16, 19, 52, 872, 26259, 19237.3626373626, 43465, 364.803735590252
1450109993, 16, 19, 53, 731, 45514, 33343.5897435897, 53765, -15208.8016376838
1450109994, 16, 19, 54, 153, 56330, 41267.3992673993, 30984, 111.539920137417
1450109994, 16, 19, 54, 606, 2506, 1835.89743589744, 2315, 16.2977932787901
1450109994, 16, 19, 54, 638, 45002, 32968.4981684982, 54277, 5965.93925957921
1450109995, 16, 19, 55, 903, 54016, 39572.1611721612, 51902, 1050.36500183814
1450109996, 16, 19, 56, 356, 51941, 38052.0146520147, 1448, 34.4603000113719
1450109996, 16, 19, 56, 825, 52134, 38193.4065934066, 1446, 34.5491167518302
1450109996, 16, 19, 56, 841, 1447, 1060.07326007326, 1507, 32.0311599123627
1450109997, 16, 19, 57, 575, 53779, 39398.5347985348, 42700, 627.470665746376
1450109998, 16, 19, 58, 28, 45459, 33303.2967032967, 41165, -1410.83521444695
1450109998, 16, 19, 58, 810, 42958, 31471.0622710623, 57093, 689.10816310639
1450109998, 16, 19, 58, 950, 41678, 30533.3333333333, 57605, -5481.3682810758
1450109998, 16, 19, 58, 950, 52899, 38753.8461538461, 1438, 34.9090096663048
1450109999, 16, 19, 59, 169, 12723, 9320.87912087912, 42703, 625.70391690652
1450110078, 16, 21, 18, 983, 38666, 28326.7399267399, 34406, 694.107031304227
1450110079, 16, 21, 19, 858, 106, 77.6556776556777, 34404, 695.555400987689
1450110082, 16, 21, 22, 498, 2580, 1890.10989010989, 2174, 17.8257250168008
1450110082, 16, 21, 22, 498, 2823, 2068.13186813187, 37642, 6635.700066357
1450110082, 16, 21, 22, 530, 36106, 26451.2820512821, 24584, -287.670444738508
1450110087, 16, 21, 27, 451, 3335, 2443.22344322344, 35338, 352.273928206573
1450110089, 16, 21, 29, 717, 35082, 25701.0989010989, 52232, 907.059096714269
1450110089, 16, 21, 29, 826, 50579, 37054.2124542125, 40699, 211.139732274819
1450110089, 16, 21, 29, 858, 2568, 1881.31868131868, 2204, 17.477109356021
1450110090, 16, 21, 30, 655, 64674, 47380.2197802198, 1435, 35.0459101422864
1450110090, 16, 21, 30, 670, 2291, 1678.38827838828, 34485, 641.354540790149
1450110090, 16, 21, 30, 748, 64703, 47401.4652014652, 1429, 35.3229578031946
