Set,Seq,Shape,ShapeName,startCos,startSin,DiagLen,DiagAngle,EndDist,EndCos,EndSin,PathLen,TotalRotSum,AbsRotSum,RotSquaredSum,AvgSpeed,TotalTime,AvgPressure,StrokeCount,Average Gsr Per Shape, Average Gsr Before Shapes,percent change from before shapes,Aspect (Absolute value of 45 degrees minus bounding box angle)
1,1,1,Line,-1,0,904.5595613336,0.0752456927,897.5795229393,0.9971261344,-0.0757593041,913.1063630126,NaN,NaN,NaN,913.1063630126,1,334.2934782609,1,7089.5786084408,-1550.0631406402,-557.3735367653,40.6887393818
1,1,2,Psi,0,-1,718.4010022265,0.9256248409,611.9934640174,0.5000053399,0.8660223208,1287.084640439,NaN,NaN,NaN,1287.084640439,1,494.171641791,2,0,-1550.0631406402,-100,8.034396796
1,1,3,Pound,-0.7071067812,-0.7071067812,902.5436277544,0.5778615867,477.7216762928,0.9147585753,0.4040009269,2432.3602606231,NaN,NaN,NaN,2432.3602606231,1,481.8120300752,4,0,-1550.0631406402,-100,11.8909699394
1,1,4,Infinity,-0.7071067812,-0.7071067812,606.5805799727,0.3081955974,146.4547711753,0.6828046584,0.7306009845,1223.6761427871,NaN,NaN,NaN,0,0,497.8928571429,1,0,-1550.0631406402,-100,27.3416930045
1,2,1,Line,-1,0,975.3794133567,0.1658228725,966.5040093036,0.9860279842,-0.1665797539,984.9457956887,NaN,NaN,NaN,0,0,462.829787234,1,0,-1550.0631406402,-100,35.499049259
1,2,2,Infinity,-1,0,899.0850905226,0.2414717986,279.1773629792,0.8811602681,0.4728177048,1708.7783389903,NaN,NaN,NaN,0,0,527.2891566265,1,0,-1550.0631406402,-100,31.1646850688
1,2,3,Pound,0.1643989873,-0.9863939238,1020.2009605955,0.6421288297,533.6440761406,0.9856757032,0.1686517363,2890.9125673349,NaN,NaN,NaN,1445.4562836674,2,504.936,4,0,-1550.0631406402,-100,8.2087281545
1,2,4,Psi,-0.6,-0.8,779.335614482,0.8017306493,624.8495818995,0.4625113121,0.8866133803,1380.3043933992,NaN,NaN,NaN,1380.3043933992,1,494.5434782609,2,0,-1550.0631406402,-100,0.9357825112
1,3,1,Infinity,-0.894427191,-0.4472135955,963.4542023366,0.2303774853,950.8022928033,0.9728626098,-0.2313835396,978.4635812137,NaN,NaN,NaN,0,0,503.9772727273,1,0,-1550.0631406402,-100,31.8003423975
1,3,2,Pound,-0.894427191,-0.4472135955,935.2138792811,0.6648882216,483.6992867475,0.9654758913,0.2604924246,2731.1337963932,NaN,NaN,NaN,2731.1337963932,1,486.9743589744,4,0,-1550.0631406402,-100,6.9047110544
