Set,Seq,Shape,ShapeName,startCos,startSin,DiagLen,DiagAngle,EndDist,EndCos,EndSin,PathLen,TotalRotSum,AbsRotSum,RotSquaredSum,AvgSpeed,TotalTime,AvgPressure,StrokeCount,Average Gsr Per Shape, Average Gsr Before Shapes,percent change from before shapes,Aspect (Absolute value of 45 degrees minus bounding box angle)
1,1,1,Line,1,0,1387.2436700162,0.0187432987,1387.0129775889,0.9999906435,-0.0043258427,1388.6125965502,NaN,NaN,NaN,0,0,642.3571428571,1,1.0181894657,29907.8894228179,-99.9965955824,43.9260880903
1,1,2,Psi,-1,0,743.3471598116,0.807278591,544.6558546458,0.16707798,0.9859436843,1327.1247916727,NaN,NaN,NaN,1327.1247916727,1,531.6031746032,2,-153.4354458374,29907.8894228179,-100.5130266588,1.2536561556
1,1,2,Psi,-0.4472135955,0.894427191,980.9393457294,0.3204610645,944.2992110555,0.9806213848,0.1959124797,891.2846495327,NaN,NaN,NaN,178.2569299065,5,466.137254902,4,0,29907.8894228179,-100,26.6389335059
1,1,2,Psi,0,1,511.4782497819,0.8462647152,405.4355682473,0.3280422598,0.9446630488,934.8030002698,NaN,NaN,NaN,934.8030002698,1,408.9801980198,2,113.4167567675,29907.8894228179,-99.6207798044,3.4873965318
1,1,2,Psi,-1,0,271.4645464881,1.1005590273,217.9197099851,0.2982749931,0.954479978,505.0721763453,NaN,NaN,NaN,505.0721763453,1,485.5131578947,2,0,29907.8894228179,-100,18.0573873693
1,1,3,Pound,0,1,449.0400872973,0.4765950926,223.4658810646,0.8547166086,0.5190949036,1091.2758656953,-1.1071487178,6.593923231,3.9922457661,545.6379328477,2,537.3770491803,4,141.1611167986,29907.8894228179,-99.5280137799,17.6931126574
1,1,4,Infinity,-0.8,-0.6,348.3044645134,0.5098871196,5.6568542495,-0.7071067812,0.7071067812,909.8964818864,0.6435011088,13.5448581579,3.4271484792,909.8964818864,1,571.4947368421,1,-23.7521420545,29907.8894228179,-100.079417647,15.7856200188
1,2,1,Line,0.9701425001,0.242535625,623.1805516863,0.0240723956,623.0200638824,0.9999677958,0.0080254237,625.0713467379,0.4560719963,1.0378610272,0.1468404267,0,0,644.3793103448,1,0,29907.8894228179,-100,43.6207533294
1,2,2,Infinity,-1,0,246.564393212,0.5891274625,79.1012010023,-0.9987206136,-0.0505681323,776.6134089175,-1.1071487178,17.064867661,6.3350413326,776.6134089175,1,557.1121495327,1,0,29907.8894228179,-100,11.2454828035
1,2,3,Pound,-0.090535746,0.9958932065,260.2095309553,0.8588353442,179.1786817677,0.5636831291,0.8259911198,646.1181909824,NaN,NaN,NaN,646.1181909824,1,587.6323529412,4,0,29907.8894228179,-100,4.2076405193
1,2,4,Psi,0,1,281.8244134208,1.0833436916,249.4513980718,0.060131954,0.9981904368,557.3418039683,NaN,NaN,NaN,0,0,603.6811594203,2,0,29907.8894228179,-100,17.0710212908
1,3,1,Infinity,1,0,274.6124541968,0.4766761877,20.6155281281,-0.9216353751,-0.3880570001,701.5563834051,NaN,NaN,NaN,0,0,563.9204545455,1,1406.6046841624,29907.8894228179,-95.2968774751,17.6884662504
1,3,2,Pound,-0.1414213562,0.9899494937,230.0825938658,0.6930688287,147.800541271,0.6968851339,0.7171827592,607.5636059757,-2.53604799,8.2407671454,3.4245778541,607.5636059757,1,634.625,4,210.3506665825,29907.8894228179,-99.2966716454,5.2900812034
1,3,3,Line,1,0,391.9311163967,0.0689442625,391.5111748086,0.9986943545,-0.0510841102,393.1174100337,-0.278299659,1.4057141093,0.1753258408,0,0,680.3333333333,1,22.0930827799,29907.8894228179,-99.9261295825,41.0497847371
1,3,4,Psi,0,-1,260.7565914795,1.1225848845,234.0192299791,-0.0128194593,0.9999178274,483.3721327116,NaN,NaN,NaN,0,0,593.6346153846,2,0,29907.8894228179,-100,19.319376027
1,3,5,Infinity,0,-1,219.0091322297,0.5474671518,54.2033209315,-0.8671055425,0.4981244606,599.9362199225,NaN,NaN,NaN,0,0,611.950617284,1,0,29907.8894228179,-100,13.6324427798
1,4,1,Line,0,1,430.2975714549,0.0371921441,430.0011627891,0.9999972958,-0.0023255751,433.2491037647,NaN,NaN,NaN,433.2491037647,1,622.8,1,949.653191813,29907.8894228179,-96.8247401935,42.869047112
1,4,2,Pound,0,1,284.5487655921,0.6758386366,195.9311103424,0.6890176847,0.7247445276,722.434991668,-5.8195376982,9.9213731925,6.1945575114,722.434991668,1,593.9242424242,4,31.7284539131,29907.8894228179,-99.8939127617,6.2772984909
1,4,3,Infinity,0,-1,256.8267898799,0.4949962208,46.4865571967,-0.9465101882,0.3226739278,649.309111534,NaN,NaN,NaN,649.309111534,1,537.4725274725,1,818.6811859915,29907.8894228179,-97.2626581086,16.6388056732
1,4,4,Psi,-0.2169304578,0.9761870602,270.112939342,1.0259324113,233.6364697559,0.1498053794,0.9887155042,552.9267345976,6.5018542531,7.5759642284,5.2904058318,552.9267345976,1,603.8846153846,2,377.7855482326,29907.8894228179,-98.7368364819,13.7815972332
1,4,5,Pound,0,1,303.4023730955,0.6474562629,212.6029162547,0.7525766947,0.6585046079,785.0504649911,NaN,NaN,NaN,392.5252324955,2,618.0857142857,4,-9.2707178688,29907.8894228179,-100.0309975664,7.9034887165
1,4,6,Psi,0,1,269.7869529833,1.0424550694,233.6942446874,0.0770237197,0.9970292607,546.3898828951,NaN,NaN,NaN,0,0,563.8983050847,2,17.7549248408,29907.8894228179,-99.9406346446,14.7282758086
1,5,1,Pound,-0.1961161351,0.9805806757,290.6561542442,0.6854874388,176.0113632695,0.5908709419,0.8067660937,729.5048015774,NaN,NaN,NaN,364.7524007887,2,584.4142857143,4,93.7673995057,29907.8894228179,-99.6864793828,5.7244628475
1,5,2,Line,-0.894427191,0.4472135955,375.5875397294,0.0559415712,354.1412147717,0.9996012473,0.0282373234,409.1134868494,-0.0831412319,6.1396917275,3.9638037022,0,0,565.696969697,1,0,29907.8894228179,-100,41.7947840709
1,5,3,Psi,-0.1414213562,0.9899494937,273.7754554375,0.891491811,216.9331694324,0.3134605933,0.9496012092,513.9310091658,1.7126933814,8.6306819503,6.2383910864,513.9310091658,1,613.14,2,0,29907.8894228179,-100,6.0787182408
1,5,4,Line,0.9486832981,0.316227766,418.7278352343,0.0908761034,408.7052727822,0.9982743732,-0.058722022,431.381572332,NaN,NaN,NaN,0,0,594.32,1,0,29907.8894228179,-100,39.7931828166
1,5,5,Line,0.894427191,0.4472135955,461.299252113,0.0998843557,460.3324885341,0.997105378,-0.0760320005,463.9004417053,0.927295218,1.1757318158,0.1365957727,0,0,606.75,1,1397.2575952783,29907.8894228179,-95.3281303955,39.277047979
1,5,6,Infinity,0,-1,226.6120032125,0.5169567362,34.9857113691,-0.8574929257,0.5144957554,571.8668812708,1.5707963268,11.3446264875,3.6378573437,571.8668812708,1,515.5068493151,1,0,29907.8894228179,-100,15.3805608249
1,5,7,Line,0.9486832981,0.316227766,390.8004605934,0.0640149778,390.1281840626,0.9996714309,-0.0256326008,394.457906737,-0.463647609,2.2622822685,0.6131797267,0,0,652.125,1,55.2305667241,29907.8894228179,-99.8153311123,41.3322119464
1,6,1,Line,1,0,498.4014446207,0.040139072,498.1003914875,0.9997984513,-0.0200762741,499.247511289,0,0.7198300788,0.0379344872,0,0,631.4782608696,1,-604.8825416354,29907.8894228179,-102.0224848804,42.7002005808
1,6,2,Pound,0,1,241.8119103766,0.6534263412,153.4959282848,0.8534428337,0.5211864633,627.847147751,-4.390638426,9.0309925012,4.3771757965,627.847147751,1,508.7049180328,4,236.7565353945,29907.8894228179,-99.2083809992,7.5614284266
1,6,3,Psi,-0.3417430631,0.9397934235,311.8268750445,1.0468769791,265.7310670584,0.1430017213,0.9897224397,613.0506516334,3.0267160482,6.382510658,3.5739765284,613.0506516334,1,472.3181818182,2,-4464.5362879457,29907.8894228179,-114.9276206851,14.9816325718
1,6,4,Pound,0,1,830.4047206032,0.1865315565,767.1205902594,0.9972356494,0.0743038327,813.0651518828,NaN,NaN,NaN,271.0217172943,3,453.2048192771,6,289.7119163673,29907.8894228179,-99.0313194212,34.3125290665
1,6,4,Pound,0.4472135955,0.894427191,324.4934513977,0.5298490695,240.0104164406,0.8707955392,0.4916453284,751.3856157883,NaN,NaN,NaN,375.6928078942,2,406.765625,4,1029.4516632583,29907.8894228179,-96.5579260753,14.6418845387
1,6,5,Infinity,-0.9950371902,-0.099503719,310.6010302623,0.4247623208,27.0185121722,-0.0370116605,0.9993148338,725.6307045567,-0.3639789565,9.0927712021,1.9605388034,725.6307045567,1,418.2121212121,1,0,29907.8894228179,-100,20.662911722
1,6,6,Line,0.9701425001,0.242535625,412.4378741095,0.046083854,412.0109221853,0.9999734905,-0.0072813604,417.0511421242,-0.8621700547,1.7528369606,0.4566680221,0,0,529.8571428571,1,466.4559493496,29907.8894228179,-98.4403581852,42.3595896621
1,6,7,Infinity,0.4472135955,-0.894427191,278.6144289157,0.4652527441,22.8473193176,-0.91914503,0.3939192986,688.1562537757,0.463647609,16.2662436783,8.4936338133,0,0,479.5492957746,1,317.54691128,29907.8894228179,-98.93825035,18.3429813562
1,6,8,Psi,0,1,255.0686182187,1.0720753873,225.7432169524,0.1240347346,0.9922778767,454.8402668955,NaN,NaN,NaN,0,0,492.8260869565,2,328.2274426467,29907.8894228179,-98.9025389321,16.4253950121
1,7,1,Pound,1,0,306.2711217206,0.6650523112,205.8543174189,0.8452579581,0.5343584792,820.2457526253,NaN,NaN,NaN,820.2457526253,1,489.3815789474,4,370.0322781058,29907.8894228179,-98.7627603109,6.8953094128
1,7,2,Psi,-0.3713906764,0.9284766909,266.9925092582,1.1004486505,238.35477759,0.0545405472,0.9985115566,491.5716386442,3.5220990307,7.1920168784,4.8921038986,0,0,554.512195122,2,512.2410662141,29907.8894228179,-98.2872710977,18.0510632445
1,7,3,Line,0.8320502943,0.5547001962,289.2628562398,0.0934767812,288.5619517539,0.9980525785,-0.0623782862,291.299407724,0.5880026035,1.2477061934,0.2314947747,0,0,610.9444444444,1,0,29907.8894228179,-100,39.6441749548
1,7,4,Line,0.8320502943,0.5547001962,326.3387810236,0.1197940228,325.385924711,0.9957406741,-0.0921982106,331.4683684301,-0.9827937232,2.9096099447,2.2030888972,0,0,603.05,1,-66.0314441737,29907.8894228179,-100.2207826946,38.1363080827
1,7,5,Psi,0,-1,261.4440666758,0.9456558171,195.0922858547,0.0307546758,0.9995269631,494.4012954199,6.2831853072,9.15335827,6.4254409516,0,0,480.9423076923,2,112.6213413913,29907.8894228179,-99.6234393547,9.1820871918
1,7,6,Infinity,0,-1,201.0621794371,0.5148278191,29.7321374946,-0.672672794,0.7399400734,521.0109899305,NaN,NaN,NaN,0,0,480.46875,1,31.2836299021,29907.8894228179,-99.895400075,15.5025387896
1,7,7,Infinity,-1,0,237.9516757663,0.4805632886,58.5234995536,-0.9568805766,0.2904816036,613.2603241,-0.1651486774,10.4939928123,2.8493135721,0,0,489.8813559322,1,837.4649667468,29907.8894228179,-97.1998526713,17.4657517743
1,7,8,Pound,-0.1240347346,0.9922778767,213.2135080149,0.6322445486,143.5444182126,0.8568776239,0.5155198713,542.3948039852,NaN,NaN,NaN,0,0,522.3928571429,4,17.7314081752,29907.8894228179,-99.9407132749,8.7750557451
1,7,9,Psi,-0.316227766,0.9486832981,240,0.927295218,192.6655132607,0.0830454799,0.9965457582,448.105712976,2.6779450446,7.370813793,4.280967476,0,0,570.2051282051,2,46.5386123175,29907.8894228179,-99.8443935255,8.1301023541
1,8,1,Psi,0,1,264.1211843075,0.9575889779,216.3168971671,0.1987824371,0.9800436433,467.5479869548,NaN,NaN,NaN,467.5479869548,1,586.2608695652,2,589.7649136061,29907.8894228179,-98.028062411,9.8658069419
1,8,2,Pound,-0.1321637201,0.9912279007,233.0064376793,0.5713374798,164.8393156987,0.8129128626,0.5823853344,580.3733082349,-4.5798374481,9.3803834544,4.9429949534,580.3733082349,1,559.6153846154,4,42.6604051379,29907.8894228179,-99.8573606966,12.2647737298
1,8,3,Line,0.8320502943,0.5547001962,452.951432275,0.0928585644,451.9314107251,0.9979390441,-0.0641690294,458.225742048,-0.7378150601,2.4879014595,1.8988036199,458.225742048,1,577.7727272727,1,0,29907.8894228179,-100,39.6795961682
1,8,4,Pound,0,1,249.8039231077,0.6491055337,167.4305826305,0.9138115486,0.4061384661,594.6202123203,NaN,NaN,NaN,0,0,570.2745098039,4,1490.3129657228,29907.8894228179,-95.0169905183,7.8089924604
1,8,5,Pound,0,1,259.9326835933,0.7282397834,181.5709227823,0.7600335884,0.649883793,623.6562569331,NaN,NaN,NaN,623.6562569331,1,531.8448275862,4,0,29907.8894228179,-100,3.2749339377
1,8,6,Infinity,-0.894427191,-0.4472135955,199.9699977497,0.5352737481,17.0880074906,-0.9363291776,0.3511234416,541.0994174302,0.463647609,10.4219806401,3.188599004,541.0994174302,1,543.6842105263,1,-477.6005349126,29907.8894228179,-101.5969048439,14.3310733497
1,8,7,Psi,-0.2631174058,0.9647638212,221.0542919737,0.9752656346,182.4554740204,0.1260581527,0.9920228536,459.6120209061,2.8198420992,7.2247084567,4.5026904562,0,0,559.847826087,2,0,29907.8894228179,-100,10.8786047667
1,8,8,Line,0.242535625,0.9701425001,270.5586812505,0.1073919267,269.0167281044,0.9999378176,-0.0111517229,283.8217929289,0.5404195003,2.6451590938,0.9813265821,0,0,593.5416666667,1,17.8020518645,29907.8894228179,-99.9404770707,38.8468958463
1,8,9,Psi,-0.3846153846,0.9230769231,224.5105788153,1.0173905436,191.5880998392,0.0782929629,0.9969303947,415.2509533546,NaN,NaN,NaN,415.2509533546,1,555.6216216216,2,-197.9385904801,29907.8894228179,-100.6618273449,13.2921842648
1,8,10,Infinity,-1,0,189.1295852055,0.6805212247,41.0365690574,-0.6823182504,0.7310552682,485.4532149403,-0.3805063771,9.3129144676,2.8365362577,0,0,516.0192307692,1,0,29907.8894228179,-100,6.0090059556
1,9,1,Line,0.9486832981,0.316227766,326.7736219464,0.1042362212,326.4751139061,0.9954816957,-0.0949536387,327.6846844784,5.55111512312578E-17,1.1334451115,0.1889484202,0,0,578.35,1,0,29907.8894228179,-100,39.0277044528
1,9,2,Pound,0,1,207.6246613483,0.6280880712,138.2353066333,0.9404254468,0.3399999692,537.9510939798,1.8157749899,12.1518187235,8.5049591943,537.9510939798,1,578.2264150943,4,66.9627343198,29907.8894228179,-99.7761034442,9.0132043577
1,9,3,Psi,-0.894427191,0.4472135955,194.6509696868,1.0312578836,168.5763921787,0.1364366606,0.9906487963,390.9312992175,3.463343208,7.2635881957,3.353608322,0,0,577.5,2,192.5821094572,29907.8894228179,-99.3560825816,14.0867243199
1,9,4,Psi,-0.2169304578,0.9761870602,180.8341781854,0.9781925287,150.8509197851,0.1060649814,0.9943592006,354.1089993565,6.5018542531,8.1498998417,5.4620760896,0,0,577.2820512821,2,-85.4331955333,29907.8894228179,-100.2856543781,11.0463034457
1,9,5,Pound,0,1,239.1756676587,0.6995562261,150.7116452037,0.7763169186,0.6303427971,576.5129194977,-1.5707963268,10.8393322999,7.2005673675,576.5129194977,1,571.1551724138,4,0,29907.8894228179,-100,4.9183807124
1,9,6,Psi,-0.242535625,0.9701425001,204.3771024357,1.1093368981,183.2730203822,0.0545634048,0.9985103078,362.1629714702,2.6011731533,6.8560599776,3.9857921851,362.1629714702,1,547.7368421053,2,0,29907.8894228179,-100,18.5603223193
1,9,7,Line,1,0,297.1884923748,0.121433467,296.0760037558,0.9929882742,-0.1182128898,298.7213617258,2.77555756156289E-17,0.6896871066,0.0542457706,0,0,617.65,1,0,29907.8894228179,-100,38.0423748493
1,9,8,Infinity,0,-1,192.2628409236,0.5288232315,36.6742416418,-0.8998141072,0.4362735065,489.578587338,0.3217505544,11.8332871313,3.5513837959,489.578587338,1,511.8059701493,1,0,29907.8894228179,-100,14.7006607266
1,9,9,Pound,0,1,163.8352831352,0.6642551492,108.908218239,0.8631120913,0.5050123938,456.1859127817,NaN,NaN,NaN,0,0,534.6785714286,4,0,29907.8894228179,-100,6.940983431
1,9,10,Line,-0.894427191,0.4472135955,342.0409332229,0.1882215053,334.7177915797,0.9859051664,-0.1673051191,352.4004311702,NaN,NaN,NaN,0,0,599.8695652174,1,8964.204140028,29907.8894228179,-70.0272927544,34.2157021327
1,9,11,Psi,0,1,170.6516920514,0.9519092378,132.4424403279,0.2265134947,0.974008027,303.3901416371,3.1415926536,6.0869322972,2.8755072351,0,0,567.6470588235,2,1494.7709349696,29907.8894228179,-95.0020848551,9.5403818055
1,10,1,Psi,-0.099503719,0.9950371902,265.7084868799,0.9754869639,213.9649504008,0.1916201692,0.9814691593,488.9954733047,2.6532587025,7.0200477073,3.3386082503,488.9954733047,1,551.5555555556,2,15.9354464925,29907.8894228179,-99.9467182513,10.8912860015
1,10,2,Pound,0,1,231.6074264785,0.6011754942,156.0128199861,0.8076259375,0.589695129,554.5193395949,-1.5707963268,7.3530484846,3.0469284413,554.5193395949,1,525.1481481481,4,385.6567385661,29907.8894228179,-98.7105183749,10.5551814356
1,10,3,Infinity,0,-1,166.3881005361,0.3883187182,17.4642491966,-0.9734171683,0.2290393337,402.4645757882,1.2490457724,11.5252517196,3.7164263101,402.4645757882,1,507.6086956522,1,0,29907.8894228179,-100,22.7509763412
1,10,4,Infinity,0,-1,140.9432509913,0.4953829825,34.0147027034,-0.9113705997,0.4115867224,378.7614179896,0.7853981634,11.7034554735,4.6327598767,0,0,463.4545454545,1,228.7439668779,29907.8894228179,-99.2351718182,16.6166458601
1,10,5,Psi,-0.3846153846,0.9230769231,175.6416807025,1.0128005117,148.2733961303,0.0606986839,0.998156135,294.863029403,1.1801892831,9.073112228,6.1830720889,0,0,516.5588235294,2,17.7784415063,29907.8894228179,-99.9405560143,13.0291948091
1,10,6,Psi,-0.2169304578,0.9761870602,178.8854382,1.1071487178,160.112460477,0.0374736606,0.9992976157,301.6472860725,3.0385110451,7.5832222026,4.6421527763,301.6472860725,1,539.6388888889,2,0,29907.8894228179,-100,18.4349488233
1,10,7,Psi,0,1,178.7344398822,1.049568328,155.3898323572,0.0707897025,0.9974912621,309.7993903156,3.1415926536,5.8662920618,2.5929887288,0,0,548.9230769231,2,0,29907.8894228179,-100,15.135835505
1,10,8,Psi,-0.52999894,0.847998304,201.6953147696,1.1027141571,179.8054504179,0.0945466334,0.9955204338,338.282496008,3.7001919689,5.8971748052,2.4093112829,0,0,551.1666666667,2,0,29907.8894228179,-100,18.1808672112
1,10,9,Line,0.9958932065,-0.090535746,320.764711276,0.1533603972,319.4761336939,0.9891192696,-0.1471158407,323.1881692884,NaN,NaN,NaN,0,0,555.6315789474,1,0,29907.8894228179,-100,36.213096496
1,10,10,Pound,-0.099503719,0.9950371902,176.8191166136,0.8775062755,141.8520355864,0.4159263542,0.9093982999,470.9094049321,NaN,NaN,NaN,235.454702466,2,550.4456521739,4,505.1667809944,29907.8894228179,-98.3109246732,5.2774060824
1,10,11,Infinity,0,-1,136.857590217,0.5454319896,19.2353840617,-0.8837879163,0.4678877204,367.7358939944,1.5707963268,12.1953143582,4.7551099348,0,0,529.7627118644,1,0,29907.8894228179,-100,13.7490489845
1,10,12,Pound,0,1,154.6253536778,0.6616103838,90.4709898255,0.9174211552,0.3979176095,402.5274847782,NaN,NaN,NaN,402.5274847782,1,597.3962264151,4,382.087678614,29907.8894228179,-98.7224518815,7.0925173262
1,11,1,Pound,0,1,195.0640920313,0.6178657003,120.3702621082,0.830769978,0.5566158852,483.26443296,NaN,NaN,NaN,483.26443296,1,534.4074074074,4,-18.87673965,29907.8894228179,-100.0631162547,9.5989030669
1,11,2,Pound,-0.1961161351,0.9805806757,186.7029726598,0.6102871755,116.0775602776,0.921797458,0.3876718281,469.6643952524,-4.5149934205,11.8447005637,10.1664319469,0,0,584.3518518519,4,0,29907.8894228179,-100,10.0331205529
1,11,3,Pound,-0.1240347346,0.9922778767,186.9465164158,0.6830949668,97.5294827219,0.9638111203,0.2665860545,441.216933974,NaN,NaN,NaN,441.216933974,1,558.862745098,4,0,29907.8894228179,-100,5.8615413957
1,11,4,Pound,-0.2873478856,0.9578262852,193.8298222669,0.6610431689,131.2288078129,0.8687116945,0.4953180714,477.3128167121,-4.4209321859,10.6614890727,8.4572691134,477.3128167121,1,561.5283018868,4,0,29907.8894228179,-100,7.1250163461
1,11,5,Line,0,1,323.2104577516,0.1615881635,322.5910724121,0.9888680354,-0.1487951903,327.0468655774,2.22044604925031E-16,3.6986513721,4.3412722481,0,0,595.85,1,0,29907.8894228179,-100,35.7416802122
1,11,6,Psi,-0.2095290887,0.9778024141,165.8010856418,0.9309140201,135.8565419846,0.2649853991,0.9642524246,321.5017881239,9.635871294,9.8171910684,7.6311595537,0,0,583.6285714286,2,161.2747153501,29907.8894228179,-99.4607619646,8.3374444413
1,11,7,Infinity,-0.4472135955,-0.894427191,672.7287714971,0.2096398459,593.5596010512,0.9973724609,-0.0724442835,1051.554662834,NaN,NaN,NaN,525.777331417,2,454.0091743119,5,0,29907.8894228179,-100,32.9885216122
1,11,7,Infinity,-1,0,201.8142710514,0.2606023917,6.7082039325,0.4472135955,0.894427191,447.1292923831,-0.3217505544,8.7491579162,2.4539633558,447.1292923831,1,501.0892857143,1,44.8945912126,29907.8894228179,-99.8498904735,30.0685828246
1,11,8,Pound,-0.3417430631,0.9397934235,181.1077027627,0.5328438876,116.2970334961,0.9802485633,0.197769447,384.0843067769,1.9195673304,8.1150850565,5.8323611044,0,0,542.0454545455,4,1458.7214127267,29907.8894228179,-95.1226200147,14.4702941012
1,11,9,Pound,-0.1788854382,0.9838699101,304.4010512465,0.5077366664,261.0076627228,0.9578262852,-0.2873478856,490.0234372891,-1.2912741745,11.2259148265,9.8195894476,490.0234372891,1,556.7291666667,5,69.6524605243,29907.8894228179,-99.7671100774,15.9088319112
1,11,9,Pound,0,1,235.7477465428,0.5891790736,179.7887649438,0.8899332506,0.4560907909,547.3507214797,-1.5707963268,5.7900953202,2.8711734233,0,0,552.0833333333,4,24.3091853108,29907.8894228179,-99.9187198235,11.2425257053
2,1,1,Square,0,1,401.6391415189,0.7889192756,81.5414005276,0.9197781681,-0.392438685,908.3159099931,NaN,NaN,NaN,0,0,430.275,1,24.2185872814,29907.8894228179,-99.919022747,0.2017448684
2,1,2,@,1,0,579.9663783358,0.2884840534,447.1465084287,0.9974359446,-0.0715649108,708.844190182,NaN,NaN,NaN,354.422095091,2,438.4945054945,2,0,29907.8894228179,-100,28.4710812834
2,1,2,@,-1,0,182.4773958604,1.0360158645,82.8613299435,0.3017088914,0.9534000969,629.6895109938,NaN,NaN,NaN,629.6895109938,1,586.9259259259,1,912.2548073404,29907.8894228179,-96.949785408,14.3593365444
2,1,3,Pi,1,0,175.93180497,0.7049271521,126.0634760746,0.6663309835,0.7456561006,292.9756718128,NaN,NaN,NaN,292.9756718128,1,459.5833333333,3,1210.9392513765,29907.8894228179,-95.9511042914,4.6106493205
2,1,3,Pi,0.9922778767,-0.1240347346,169.0088755066,0.6932231258,137.9311422413,0.7249994336,0.6887494619,318.2809759469,2.55359005,8.9266842401,6.1162698898,318.2809759469,1,526.35,3,691.9899592087,29907.8894228179,-97.6862628137,5.2812406308
2,1,4,Equals,0,1,136.740630392,0.5981442437,123.4220401711,0.8345349004,0.5509550799,224.1692162511,NaN,NaN,NaN,224.1692162511,1,504.1176470588,2,0,29907.8894228179,-100,10.7288592959
2,2,1,Square,0,1,336.94213153,0.8315837831,21.1896201004,0.3303504247,0.9438583564,876.7624635392,NaN,NaN,NaN,876.7624635392,1,543.3069306931,1,0,29907.8894228179,-100,2.6462410832
2,2,2,Equals,1,0,146.4923206178,0.6790053087,133.2553938871,0.855500079,0.5178026794,214.7103796802,NaN,NaN,NaN,214.7103796802,1,537.7222222222,2,0,29907.8894228179,-100,6.0958615445
2,2,3,@,0,-1,110,0.927295218,44.5533388199,0.6957952158,0.7182402228,360.9364398328,NaN,NaN,NaN,0,0,540.6847826087,1,0,29907.8894228179,-100,8.1301023541
2,2,4,Pi,0,1,110.1135777277,0.6889243882,92.0217365626,0.7389558439,0.6737538577,208.5044841438,NaN,NaN,NaN,208.5044841438,1,505.96,3,256.5594235779,29907.8894228179,-99.1421680749,5.5275401525
2,3,1,Square,0.0623782862,0.9980525785,168.0476123008,0.9034901918,6.0827625303,-0.1643989873,0.9863939238,418.560522449,NaN,NaN,NaN,418.560522449,1,571.9,2,4046.6545352162,29907.8894228179,-86.4696084769,6.7661748216
2,3,2,@,0,-1,109.7861557757,0.8433975566,40.4969134626,0.9383431168,0.3457053588,375.5192141767,NaN,NaN,NaN,375.5192141767,1,574.6818181818,1,0,29907.8894228179,-100,3.3231204448
2,3,3,Equals,1,0,118.6970934775,0.6839512081,102.859126965,0.894427191,0.4472135955,181.3297899763,-1.66533453693773E-16,6.6229310859,6.1878654535,0,0,525.303030303,2,0,29907.8894228179,-100,5.812482383
2,3,4,Square,0,1,143.0104891258,0.7359335948,26.2488094968,0.7619393178,-0.6476484201,333.8163217718,NaN,NaN,NaN,0,0,657.4864864865,1,0,29907.8894228179,-100,2.8341110161
2,3,5,Pi,-0.894427191,0.4472135955,106.7941945988,0.8052630996,82.1340367935,0.6696371218,0.7426884442,202.8307365089,NaN,NaN,NaN,0,0,555.1960784314,3,0,29907.8894228179,-100,1.1381770047
2,3,5,Pi,0.9863939238,0.1643989873,157.1146078504,0.6816990804,103.7689741686,0.8865848462,0.4625660067,268.8925292167,NaN,NaN,NaN,268.8925292167,1,525.914893617,3,417.2962548262,29907.8894228179,-98.6047285085,5.9415197951
2,4,1,Square,0,1,211.5679559858,0.7486254498,25.9422435421,0.8865848462,0.4625660067,543.0894785131,NaN,NaN,NaN,543.0894785131,1,630.9534883721,1,362.5749226099,29907.8894228179,-98.78769472,2.1069212904
2,4,2,Equals,1,0,131.7459676802,0.5964234571,108.6324076876,0.9297409691,0.3682142452,215.933433598,NaN,NaN,NaN,0,0,593.1875,2,0,29907.8894228179,-100,10.8274531056
2,4,3,Square,0,1,161.3753388842,0.7415666057,11.1803398875,-0.1788854382,-0.9838699101,403.1947960082,NaN,NaN,NaN,403.1947960082,1,684.5068493151,1,96.57669182,29907.8894228179,-99.6770862348,2.5113632655
2,4,4,Equals,1,0,105.5509355714,0.7250687779,92.9623579735,0.8498063272,0.5270950637,167.3866443834,NaN,NaN,NaN,0,0,604.0909090909,2,0,29907.8894228179,-100,3.4566191696
2,4,5,Pi,1,0,118.2243629714,0.6231993299,99.0454441153,0.8178064193,0.5754934062,226.4578780968,2.3561944902,10.3356847398,8.9838182055,0,0,560.0444444444,3,3500.5376825881,29907.8894228179,-88.295604437,9.2933086013
2,4,6,@,0,-1,97.0824391947,0.8509973352,40.4598566483,0.642612262,0.7661915431,342.551355958,NaN,NaN,NaN,342.551355958,1,572.012195122,1,305.7449475647,29907.8894228179,-98.9777113883,3.7585556838
