Average Gsr Per Shape, Average Gsr Before Shapes,percent change from before shapes
170.010200612,51587.6219563549,-99.6704438116
352.6466128293,51587.6219563549,-99.3164123496
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
677.9232729874,51587.6219563549,-98.6858799703
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
472.4054445491,51587.6219563549,-99.0842659021
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
311.5080778979,51587.6219563549,-99.3961573221
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
209.1875156891,51587.6219563549,-99.5945005648
0,51587.6219563549,-100
26.2969436549,51587.6219563549,-99.9490247027
68.4400882144,51587.6219563549,-99.8673323452
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
27.2182906913,51587.6219563549,-99.947238718
26.8368480659,51587.6219563549,-99.9479781253
42.567248848,51587.6219563549,-99.9174855377
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
-1660.422811065,51587.6219563549,-103.2186457683
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
6770.48070413,51587.6219563549,-86.8757650627
569.6072592868,51587.6219563549,-98.8958450929
0,51587.6219563549,-100
25.1736985198,51587.6219563549,-99.9512020567
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
72.9884277321,51587.6219563549,-99.8585156187
502.7645068859,51587.6219563549,-99.0254163929
626.6332079775,51587.6219563549,-98.7853031712
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
-1152.3728597491,51587.6219563549,-102.2338165941
57.1866457745,51587.6219563549,-99.8891465751
1151.5295929013,51587.6219563549,-97.7678180361
27.5539782434,51587.6219563549,-99.9465880046
0,51587.6219563549,-100
1183.2570692892,51587.6219563549,-97.7063159254
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
38.5508343247,51587.6219563549,-99.9252711545
392.7804985632,51587.6219563549,-99.2386148389
0,51587.6219563549,-100
25.2210626138,51587.6219563549,-99.9511102438
27.3991065459,51587.6219563549,-99.9468882156
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
-241.0012833515,51587.6219563549,-100.4671688173
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
89.0537798392,51587.6219563549,-99.827373745
704.5999809758,51587.6219563549,-98.634168519
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
390.4724716907,51587.6219563549,-99.2430888324
0,51587.6219563549,-100
140.4770600961,51587.6219563549,-99.7276923131
196.4048981875,51587.6219563549,-99.6192790233
23.4557881849,51587.6219563549,-99.9545321391
0,51587.6219563549,-100
209.5955479876,51587.6219563549,-99.5937096148
47.4838719325,51587.6219563549,-99.9079549122
306.6506790613,51587.6219563549,-99.4055731444
0,51587.6219563549,-100
16.3474820791,51587.6219563549,-99.9683112315
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
24.5310455066,51587.6219563549,-99.9524478071
-349.5770118157,51587.6219563549,-100.6776373839
47.5711900873,51587.6219563549,-99.9077856503
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
