Timestamp_Unix, Timestamp_Hour, Timestamp_Minute, Timestamp_Second, Timestamp_Millisecond, Current_Internal_ADC_A13_Raw, Current_Internal_ADC_A13_Cal, Current_GSR_Raw, Current_GSR_Calculated
1450106517, 15, 21, 57, 41, 59507, 43594.8717948718, 34817, 486.097608399767
1450106517, 15, 21, 57, 135, 2245, 1644.68864468864, 35029, 421.017177500842
1450106534, 15, 22, 14, 119, 2518, 1844.68864468864, 1515, 31.7279015165937
1450106534, 15, 22, 14, 479, 59571, 43641.7582417582, 58889, 2482.55385279945
1450106538, 15, 22, 18, 479, 60429, 44270.3296703297, 46597, 772.081531809759
1450106538, 15, 22, 18, 526, 3421, 2506.22710622711, 1514, 31.7654944140378
1450106552, 15, 22, 32, 354, 5049, 3698.9010989011, 1522, 31.4672221680287
1450106552, 15, 22, 32, 417, 48467, 35506.9597069597, 61459, -3416.00288037363
1450106557, 15, 22, 37, 838, 52883, 38742.1245421245, 1556, 30.2596581263825
1450106559, 15, 22, 39, 917, 6152, 4506.95970695971, 1511, 31.8788095177374
1450106561, 15, 22, 41, 339, 50835, 37241.7582417582, 59160, 1899.93859398464
1450106561, 15, 22, 41, 339, 62208, 45573.6263736264, 6342, 17.0113448658911
1450106571, 15, 22, 51, 42, 1503, 1101.0989010989, 1733, 25.22106261381
1450106572, 15, 22, 52, 198, 38099, 27911.3553113553, 58908, 2430.30374908378
1450106572, 15, 22, 52, 214, 47987, 35155.3113553114, 58396, 5614.77269154235
1450106572, 15, 22, 52, 354, 7408, 5427.10622710623, 1509, 31.9548031264579
1450106572, 15, 22, 52, 776, 2239, 1640.29304029304, 34757, 508.336722244815
1450106576, 15, 22, 56, 401, 43530, 31890.1098901099, 45576, -4231.90859077444
1450106576, 15, 22, 56, 761, 44554, 32640.293040293, 44808, 210.273987005068
1450106577, 15, 22, 57, 261, 47882, 35078.3882783883, 44296, 250.771121197683
1450106578, 15, 22, 58, 120, 38611, 28286.4468864469, 59168, 1886.86650344014
1450106594, 15, 23, 14, 276, 1507, 1104.0293040293, 1734, 25.1973583089549
1450106597, 15, 23, 17, 917, 22323, 16353.8461538462, 57386, -3542.87803571504
1450106598, 15, 23, 18, 768, 42506, 31139.9267399267, 21768, 291.053029862041
1450106612, 15, 23, 32, 784, 46602, 34140.6593406593, 1509, 31.9548031264579
1450106614, 15, 23, 34, 65, 45824, 33570.695970696, 12325, -42.3524229821188
1450106617, 15, 23, 37, 143, 13065, 9571.42857142857, 1504, 32.1463817640006
1450106633, 15, 23, 53, 550, 57912, 42426.3736263736, 50949, 1931.72286885572
1450106634, 15, 23, 54, 394, 2058, 1507.69230769231, 34843, 477.053716248449
1450106636, 15, 23, 56, 800, 1505, 1102.5641025641, 1738, 25.1029849959459
1450106636, 15, 23, 56, 972, 50186, 36766.3003663004, 58632, 3500.53768258805
1450106637, 15, 23, 57, 316, 2208, 1617.58241758242, 34838, 478.766696988557
1450106637, 15, 23, 57, 940, 4531, 3319.41391941392, 56127, 989.268220490475
1450106652, 15, 24, 12, 316, 55251, 40476.9230769231, 57411, -3691.92509527013
1450106652, 15, 24, 12, 816, 16243, 11899.6336996337, 57412, -3698.14826320165
1450106652, 15, 24, 12, 847, 17659, 12936.9963369963, 1504, 32.1463817640006
1450106657, 15, 24, 17, 784, 1505, 1102.5641025641, 1742, 25.0093159701989
1450106673, 15, 24, 33, 457, 19851, 14542.8571428571, 1506, 32.0694753113144
1450106673, 15, 24, 33, 472, 39123, 28661.5384615385, 57677, -6683.66098867387
1450106675, 15, 24, 35, 754, 44554, 32640.293040293, 3592, 9.17514526548742
1450106676, 15, 24, 36, 160, 2246, 1645.42124542125, 34834, 480.145964373169
1450106677, 15, 24, 37, 722, 1503, 1101.0989010989, 1740, 25.0560629408301
1450106677, 15, 24, 37, 879, 2246, 1645.42124542125, 17458, 438.558021226208
1450106681, 15, 24, 41, 238, 28179, 20643.956043956, 59732, 1270.56666256697
1450106693, 15, 24, 53, 832, 47626, 34890.8424908425, 53000, 688.459437071503
1450106694, 15, 24, 54, 644, 22530, 16505.4945054945, 1505, 32.1078824851501
1450106699, 15, 24, 59, 19, 62739, 45962.6373626374, 56924, 727.738056217474
1450106699, 15, 24, 59, 82, 20851, 15275.4578754579, 57437, -3860.8458495521
1450106699, 15, 24, 59, 129, 28531, 20901.8315018315, 56669, 794.980935562184
1450106699, 15, 24, 59, 160, 23930, 17531.1355311355, 1508, 31.9929359597401
1450106699, 15, 24, 59, 160, 2099, 1537.72893772894, 34759, 507.562683991473
1450106711, 15, 25, 11, 801, 25032, 18338.4615384615, 1499, 32.3402713995576
1450106712, 15, 25, 12, 113, 61299, 44907.6923076923, 56161, 974.330863664416
1450106718, 15, 25, 18, 457, 49674, 36391.2087912088, 34568, 593.930035041872
1450106733, 15, 25, 33, 817, 38931, 28520.8791208791, 54636, 3018.86427910729
1450106736, 15, 25, 36, 4, 27989, 20504.7619047619, 1494, 32.536514102952
1450106737, 15, 25, 37, 379, 2230, 1633.69963369963, 34682, 539.170755378228
1450106737, 15, 25, 37, 786, 63763, 46712.8205128205, 55149, 1769.67408620224
1450106738, 15, 25, 38, 98, 48650, 35641.0256410256, 30984, 111.539920137417
1450106738, 15, 25, 38, 161, 3347, 2452.01465201465, 54895, 2225.6715184822
1450106738, 15, 25, 38, 411, 47626, 34890.8424908425, 49160, -3358.48164388273
1450106738, 15, 25, 38, 426, 28819, 21112.8205128205, 1494, 32.536514102952
1450106738, 15, 25, 38, 504, 55045, 40326.0073260073, 58374, 5949.76022466295
