Set,Seq,Shape,ShapeName,startCos,startSin,DiagLen,DiagAngle,EndDist,EndCos,EndSin,PathLen,TotalRotSum,AbsRotSum,RotSquaredSum,AvgSpeed,TotalTime,AvgPressure,StrokeCount,Average Gsr Per Shape, Average Gsr Before Shapes,percent change from before shapes,Aspect (Absolute value of 45 degrees minus bounding box angle)
1,1,1,Line,1,0,462.3905275846,0.0411023793,449.2182097823,0.9995142455,-0.0311652549,476.4539175911,NaN,NaN,NaN,0,0,345.3888888889,1,927.3800234553,67992.8854769668,-98.6360631455,42.6450071382
1,1,2,Psi,-1,0,367.8369203873,0.9631883924,302.9488405655,0.3201860744,0.9473546737,752.1637865957,NaN,NaN,NaN,0,0,441.8902439024,2,27.3014434273,67992.8854769668,-99.9598466174,10.1866297605
1,1,3,Pound,-0.4472135955,-0.894427191,294.5674795357,0.7325627677,135.0851583261,0.4293587891,0.9031340046,780.5390699123,NaN,NaN,NaN,780.5390699123,1,366.7528089888,4,-417.7394098889,67992.8854769668,-100.614386942,3.0272451824
1,1,4,Infinity,-0.9863939238,-0.1643989873,304.5586971341,0.369531208,18.7882942281,-0.9048187022,-0.4257970363,758.8108751271,1.7359450042,12.3199154995,3.0678772964,758.8108751271,1,400.2073170732,1,68.9379420646,67992.8854769668,-99.8986100655,23.8274213832
1,2,1,Line,0.7071067812,0.7071067812,396.0807998376,0.0201992726,381.0118108406,0.9999690014,-0.0078737717,414.6784960488,NaN,NaN,NaN,414.6784960488,1,321.7714285714,1,141.3635292364,67992.8854769668,-99.7920907044,43.8426669308
1,2,2,Infinity,-1,0,277.0270744891,0.3308827206,1,1,0,640.5629934324,NaN,NaN,NaN,0,0,374.2179487179,1,0,67992.8854769668,-100,26.0418165958
1,2,3,Pound,0.9486832981,-0.316227766,239.4201328209,0.7262954798,130.4185569618,0.6134096394,0.7897649108,626.3364657092,NaN,NaN,NaN,626.3364657092,1,362.8804347826,4,-3634.6952282338,67992.8854769668,-105.3456993371,3.386334328
1,2,4,Psi,0,1,263.9412813487,1.0817304645,209.6592473515,0.3147965131,0.9491591834,534.3084643986,NaN,NaN,NaN,534.3084643986,1,415.2205882353,2,385.4942855843,67992.8854769668,-99.4330373202,16.9785901866
1,3,1,Infinity,-0.9701425001,-0.242535625,174.0402252354,0.3580981754,21.9544984001,-0.5010362705,0.8654262855,432.9635192899,2.2794225989,12.3142436321,4.4481233561,432.9635192899,1,352.7341772152,1,-654.8466279388,67992.8854769668,-100.9631105127,24.4824858982
1,3,2,Pound,0.9486832981,-0.316227766,240.8422720371,0.6883587774,118.3427226322,0.6591026323,0.7520530035,650.4537523174,NaN,NaN,NaN,650.4537523174,1,369.3209876543,4,162.3367951213,67992.8854769668,-99.7612444391,5.5599472642
1,3,3,Line,-1,0,518.0936208833,0.1257914312,427.0562023903,0.9928435593,-0.1194222206,614.7909803067,NaN,NaN,NaN,0,0,373.6222222222,1,225.9395773627,67992.8854769668,-99.6677011488,37.7926818933
1,3,4,Psi,-0.7071067812,0.7071067812,195.0205117417,0.8616138812,125.2397700413,0.4311729412,0.9022693028,380.1992552527,NaN,NaN,NaN,0,0,346.9661016949,2,747.9619899422,67992.8854769668,-98.8999408031,4.3668389626
1,3,5,Infinity,-0.9486832981,-0.316227766,234.3864330545,0.3987293993,10,0,1,562.1836238427,2.999695599,13.1049028434,6.28658612,562.1836238427,1,347.2368421053,1,0,67992.8854769668,-100,22.1544882523
1,4,1,Line,-0.7071067812,-0.7071067812,377.1949098278,0.0796185692,351.1993735758,0.9965849211,-0.0825741792,403.9470069939,NaN,NaN,NaN,0,0,381.3488372093,1,0,67992.8854769668,-100,40.438192014
1,4,2,Pound,1,0,297.7247050549,0.535811238,124.3261838874,0.6354252783,0.7721623635,768.5132283864,NaN,NaN,NaN,768.5132283864,1,348.3010752688,4,0,67992.8854769668,-100,14.3002774469
1,4,3,Infinity,-0.894427191,-0.4472135955,309.0258888831,0.3432416156,46.5295604965,-0.9886188373,0.150441997,756.9622625075,3.017237659,11.9524514115,3.4225598208,0,0,390.2739726027,1,0,67992.8854769668,-100,25.3337040729
1,4,4,Psi,-0.7071067812,0.7071067812,262.2689459315,1.1463777288,191.4418971908,0.214164196,0.9767976746,502.153907478,NaN,NaN,NaN,502.153907478,1,401.9324324324,2,2066.8471477516,67992.8854769668,-96.9602008604,20.682605588
1,4,5,Pound,-1,0,356.1305940242,0.5794358349,37.0540146273,0.9985422733,-0.053975258,1249.3258217694,NaN,NaN,NaN,416.4419405898,3,347.975308642,5,267.8302055878,67992.8854769668,-99.6060908377,11.8007721616
1,4,6,Psi,-0.7071067812,-0.7071067812,236.1440238499,1.0957855705,193.8891435847,0.1392548314,0.9902565788,489.6364347835,NaN,NaN,NaN,489.6364347835,1,373.9850746269,2,24.9784263045,67992.8854769668,-99.9632631765,17.783888441
1,5,1,Pound,-1,0,241.4560001325,0.6650387887,116.9316039401,0.6585046079,0.7525766947,637.7351797355,NaN,NaN,NaN,637.7351797355,1,321.3695652174,4,0,67992.8854769668,-100,6.896084195
1,5,2,Line,-0.4472135955,-0.894427191,419.1718024868,0.0286317917,400.1512214151,0.9996220893,-0.0274896075,442.735451495,NaN,NaN,NaN,0,0,349.8,1,0,67992.8854769668,-100,43.3595191757
1,5,3,Psi,0,-1,230.0543414065,0.9055595112,170.8800749064,0.2808987533,0.959737407,468.1341382755,NaN,NaN,NaN,468.1341382755,1,377.6769230769,2,0,67992.8854769668,-100,6.8847380897
1,5,4,Line,-1,0,323.0479840519,0.0805705435,305.1098162957,0.9963625677,-0.0852152196,341.6971846374,NaN,NaN,NaN,341.6971846374,1,359.0882352941,1,-740.6512033356,67992.8854769668,-101.0893069152,40.3836479044
1,5,5,Line,-1,0,329.2977376175,0.0425275346,293.2882541119,0.9990171645,-0.0443249936,366.4526236864,NaN,NaN,NaN,0,0,361.5833333333,1,969.5792822215,67992.8854769668,-98.5739989185,42.5633517543
1,5,6,Infinity,-0.4472135955,-0.894427191,224.6975745307,0.3879442565,25.0199920064,-0.9992009587,0.0399680383,549.9855990265,NaN,NaN,NaN,549.9855990265,1,358.6582278481,1,0,67992.8854769668,-100,22.7724314162
1,5,7,Line,1,0,349.2806894176,0.0400931167,338.2898165774,0.9991432891,-0.0413846333,362.8203471158,NaN,NaN,NaN,0,0,360.0571428571,1,19.4858664468,67992.8854769668,-99.9713413156,42.7028336256
1,6,1,Line,-0.894427191,-0.4472135955,374.432904537,0.0480912333,344.3718920005,0.9989200861,-0.0464613994,406.7660366256,NaN,NaN,NaN,0,0,392.4285714286,1,422.3119328311,67992.8854769668,-99.3788880559,42.2445753003
1,6,2,Pound,0.316227766,-0.9486832981,287.6404005003,0.5243207123,120.9173271289,0.7112297472,0.7029596338,738.0500922665,NaN,NaN,NaN,738.0500922665,1,397.6516853933,4,0,67992.8854769668,-100,14.9586360739
1,6,3,Psi,-0.894427191,-0.4472135955,199.2009036124,0.9242831789,147.0544116985,0.3264097924,0.9452283573,460.9762220221,NaN,NaN,NaN,460.9762220221,1,438.6,2,0,67992.8854769668,-100,7.9575252259
1,6,4,Pound,-0.894427191,-0.4472135955,268.2107380401,0.6345528018,107.3545527679,0.4284867182,0.9035480797,715.6346990595,NaN,NaN,NaN,715.6346990595,1,358.8390804598,4,13.2661176778,67992.8854769668,-99.9804889621,8.6428025787
1,6,5,Infinity,-0.8320502943,-0.5547001962,291.6058984314,0.3391023919,33.1209903234,-0.875577684,0.4830773429,687.9673453698,2.4805494847,11.219889879,3.1426391149,687.9673453698,1,423.5972222222,1,0,67992.8854769668,-100,25.5708641213
1,6,6,Line,-1,0,399.2455384848,0.0350733305,388.1288445864,0.9996680366,-0.0257646401,413.2741729404,NaN,NaN,NaN,0,0,417.5789473684,1,0,67992.8854769668,-100,42.9904461889
1,6,7,Infinity,-1,0,328.2834141409,0.3063375168,16.1245154966,-0.4961389384,0.8682431421,746.4587171456,1.5707963268,11.5806899603,4.4349693542,746.4587171456,1,419.4657534247,1,0,67992.8854769668,-100,27.4481531808
1,6,8,Psi,-0.8320502943,-0.5547001962,239.6100999541,0.9364769299,168.0773631397,0.2439352881,0.9697915112,529.7975130793,NaN,NaN,NaN,529.7975130793,1,415.8961038961,2,0,67992.8854769668,-100,8.6561756946
1,7,1,Pound,-1,0,439.7658467867,0.2598700058,354.4925951272,0.9478336208,-0.3187654737,780.628568586,NaN,NaN,NaN,260.209522862,3,393.8783783784,2,0,67992.8854769668,-100,30.1105454456
-1,-1,-1,Pound,-1.79769313486232E+308,-1.79769313486232E+308,-1.79769313486232E+308,-1.79769313486232E+308,-1.79769313486232E+308,-1.79769313486232E+308,-1.79769313486232E+308,-1.79769313486232E+308,-1.79769313486232E+308,-1.79769313486232E+308,-1.79769313486232E+308,-1.79769313486232E+308,0,-1.79769313486232E+308,-1,0,67992.8854769668,-100,#NUM!
1,7,1,Pound,0,-1,655.7347024521,0.4445503402,292.1181267912,0.883204349,0.4689883559,1632.6924055964,NaN,NaN,NaN,816.3462027982,2,355.6276595745,4,0,67992.8854769668,-100,19.5291417254
1,7,2,Psi,0,-1,306.7262623252,0.8986012039,194.5379140425,0.4472135955,0.894427191,581.2268242936,NaN,NaN,NaN,581.2268242936,1,380.8918918919,3,0,67992.8854769668,-100,6.4860564488
1,7,3,Line,-1,0,462.8477071349,0.0605320198,447.5913314621,0.9986788585,-0.0513861605,481.1549991778,NaN,NaN,NaN,0,0,390.9210526316,1,0,67992.8854769668,-100,41.5317707401
1,7,4,Line,-1,0,455.3295509848,0.1011983716,446.274579155,0.9949031846,-0.1008347822,466.7383257447,NaN,NaN,NaN,466.7383257447,1,397.1081081081,1,0,67992.8854769668,-100,39.2017604137
1,7,5,Psi,-0.5547001962,-0.8320502943,237.0759372016,0.9019841689,161.6446720433,0.3402524766,0.9403341173,477.0402339032,NaN,NaN,NaN,0,0,465,2,0,67992.8854769668,-100,6.6798860656
1,7,6,Infinity,-0.9615239476,-0.2747211279,308.7652830226,0.3504312124,49.2544414241,-0.9948341425,0.101513688,759.9801982032,2.0464915456,11.2778449706,2.6888387624,0,0,471.6956521739,1,0,67992.8854769668,-100,24.9217705198
1,7,7,Infinity,-1,0,312.5331982366,0.3733763732,34.1320963318,-0.99612985,-0.0878938103,733.8818407983,1.7359450042,10.6650865925,3.4633140952,733.8818407983,1,438.4927536232,1,0,67992.8854769668,-100,23.6071096457
1,7,8,Pound,-1,0,267.0674072215,0.6659692374,101.212647431,0.7904150522,0.6125716654,693.3074563493,NaN,NaN,NaN,693.3074563493,1,423.3947368421,4,0,67992.8854769668,-100,6.8427734114
2,1,1,Square,-0.9486832981,0.316227766,407.0442236416,0.6582420557,185.6986806631,0.3769547514,-0.9262316748,923.8363276514,NaN,NaN,NaN,923.8363276514,1,442.8698630137,2,0,67992.8854769668,-100,7.2855083104
2,1,1,Square,0,-1,379.3481250777,0.6714474177,32.3109888428,-0.9284766909,0.3713906764,976.0889005472,NaN,NaN,NaN,488.0444502736,2,549.3333333333,1,22.8949260265,67992.8854769668,-99.9663274681,6.5288968008
2,1,2,@,0.7071067812,0.7071067812,226.1526033456,0.8573739284,74.2495791234,0.4309788739,0.9023620173,785.7811591053,NaN,NaN,NaN,392.8905795527,2,455.8102564103,1,0,67992.8854769668,-100,4.1239075619
