Average Gsr Per Shape, Average Gsr Before Shapes,percent change from before shapes
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
160.2122392535,-15923.6834315099,-101.0061254982
0,-15923.6834315099,-100
302.2512807134,-15923.6834315099,-101.8981241496
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
-434782.608695658,-15923.6834315099,2630.4147973408
-156075.352733038,-15923.6834315099,880.1460409857
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
-278.554574425,-15923.6834315099,-98.2506900767
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
14.9953551677,-15923.6834315099,-100.0941701412
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
42.5206370132,-15923.6834315099,-100.2670276459
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
671.7761885012,-15923.6834315099,-104.2187235848
520.3054940553,-15923.6834315099,-103.2674945862
310.5879429761,-15923.6834315099,-101.9504780054
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
1290.9433457046,-15923.6834315099,-108.1070648714
74.474027183,-15923.6834315099,-100.4676934674
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
0,-15923.6834315099,-100
