Timestamp_Hour, Timestamp_Minute, Timestamp_Second, Timestamp_Millisecond, Current_Internal_ADC_A13_Raw, Current_Internal_ADC_A13_Cal, Current_GSR_Raw, Current_GSR_Calculated
17, 53, 7, 230, 22537, 16510.6227106227, 51209, 1571.88068922567
17, 53, 7, 648, 27913, 20449.0842490842, 53257, -3363.63067604268
17, 53, 7, 667, 24329, 17823.4432234432, 53257, -3363.63067604268
17, 53, 7, 669, 2519, 1845.42124542125, 2402, 15.4791333542818
17, 53, 12, 287, 33289, 24387.5457875458, 25865, 290.596303615018
17, 53, 12, 289, 24585, 18010.989010989, 25865, 290.596303615018
17, 53, 12, 344, 32777, 24012.4542124542, 25609, 485.719836798135
17, 53, 12, 478, 25609, 18761.1721611722, 25353, 1478.41513897102
