40
645,159,1
645,166,1
645,174,1
647,186,1
650,199,1
654,213,1
658,227,1
664,240,1
672,250,1
681,258,1
691,262,1
702,264,1
714,264,1
727,261,1
740,256,1
754,250,1
767,242,1
780,234,1
790,226,1
798,217,1
803,209,1
805,201,1
803,193,1
716,137,2
716,136,2
717,137,2
718,142,2
719,151,2
720,165,2
720,182,2
720,204,2
717,228,2
714,253,2
711,278,2
707,301,2
705,321,2
703,337,2
703,349,2
703,360,2
703,369,2
38
592,163,1
594,165,1
596,170,1
599,177,1
605,188,1
611,201,1
619,214,1
627,228,1
634,240,1
642,250,1
650,258,1
659,262,1
670,263,1
682,263,1
694,261,1
706,256,1
717,249,1
728,241,1
738,230,1
745,219,1
750,207,1
751,194,1
750,183,1
745,171,1
678,131,2
681,140,2
682,154,2
684,172,2
684,194,2
681,219,2
676,245,2
669,272,2
663,298,2
658,323,2
655,345,2
653,364,2
653,381,2
653,396,2
49
615,158,1
616,158,1
616,158,1
616,158,1
616,158,1
616,159,1
617,163,1
618,170,1
621,180,1
624,192,1
630,205,1
636,218,1
643,230,1
652,239,1
662,246,1
672,250,1
684,253,1
695,253,1
707,252,1
719,249,1
731,243,1
744,235,1
755,226,1
766,216,1
774,206,1
779,195,1
781,185,1
780,176,1
774,166,1
765,157,1
703,120,2
704,127,2
705,137,2
706,150,2
706,167,2
706,186,2
704,207,2
702,230,2
699,254,2
697,279,2
695,302,2
694,324,2
693,341,2
693,356,2
693,368,2
694,378,2
696,386,2
696,393,2
696,399,2
39
631,183,1
633,196,1
636,209,1
639,224,1
644,237,1
649,249,1
656,257,1
665,263,1
675,266,1
686,266,1
698,265,1
711,260,1
725,254,1
739,246,1
752,237,1
764,228,1
773,220,1
780,213,1
785,206,1
786,200,1
786,195,1
782,189,1
725,116,2
726,125,2
728,138,2
730,156,2
730,176,2
730,197,2
728,220,2
726,244,2
723,269,2
720,292,2
718,314,2
717,333,2
716,349,2
716,362,2
716,373,2
716,382,2
715,390,2
41
532,174,1
532,174,1
532,177,1
533,181,1
534,188,1
536,196,1
540,205,1
544,216,1
551,227,1
559,237,1
568,247,1
579,255,1
589,261,1
601,265,1
614,265,1
627,264,1
642,260,1
656,254,1
670,246,1
682,238,1
692,229,1
698,220,1
700,209,1
625,106,2
625,112,2
625,120,2
624,132,2
623,147,2
621,165,2
619,186,2
617,210,2
613,236,2
610,262,2
607,288,2
604,311,2
603,330,2
602,345,2
602,357,2
602,366,2
603,373,2
603,379,2
39
737,169,1
739,176,1
742,185,1
745,199,1
747,216,1
748,236,1
748,258,1
748,280,1
746,301,1
743,320,1
740,337,1
736,352,1
733,365,1
731,378,1
729,389,1
727,397,1
685,186,2
685,186,2
685,186,2
685,187,2
686,191,2
688,198,2
691,207,2
695,218,2
701,229,2
708,238,2
716,245,2
726,250,2
737,253,2
750,255,2
763,255,2
777,255,2
790,253,2
802,251,2
813,247,2
823,243,2
830,238,2
835,233,2
837,226,2
38
551,289,1
551,288,1
551,288,1
552,288,1
552,288,1
553,290,1
555,296,1
557,304,1
560,316,1
564,329,1
567,342,1
571,354,1
577,364,1
582,371,1
589,374,1
596,376,1
604,376,1
612,375,1
621,371,1
631,365,1
639,357,1
647,347,1
652,337,1
657,326,1
659,316,1
659,307,1
658,299,1
654,292,1
616,296,2
617,307,2
618,322,2
618,341,2
618,360,2
616,381,2
612,400,2
608,419,2
604,435,2
601,449,2
30
683,307,1
684,309,1
685,314,1
687,323,1
689,333,1
693,344,1
697,353,1
703,360,1
712,365,1
721,368,1
733,368,1
746,368,1
761,365,1
776,360,1
790,354,1
803,346,1
814,338,1
822,330,1
828,321,1
830,311,1
761,291,2
760,298,2
759,308,2
757,321,2
755,338,2
752,356,2
748,375,2
743,393,2
738,412,2
733,429,2
40
632,103,1
633,104,1
634,108,1
635,118,1
635,139,1
633,176,1
629,229,1
625,296,1
622,375,1
622,454,1
624,532,1
628,601,1
633,660,1
636,706,1
637,738,1
395,43,2
393,61,2
393,85,2
396,116,2
403,153,2
412,195,2
424,237,2
438,275,2
454,310,2
472,338,2
495,360,2
521,376,2
551,386,2
584,390,2
621,390,2
661,383,2
705,372,2
754,354,2
805,332,2
861,303,2
917,269,2
974,231,2
1027,191,2
1070,149,2
1100,106,2
