61
686,301,1
685,301,1
685,301,1
685,301,1
685,301,1
687,301,1
691,301,1
695,301,1
701,301,1
708,301,1
715,301,1
724,301,1
734,302,1
745,303,1
758,304,1
773,305,1
788,307,1
803,309,1
818,311,1
832,313,1
845,314,1
855,315,1
863,316,1
870,316,1
874,316,1
876,316,1
876,316,1
874,316,1
869,317,1
672,347,2
671,347,2
670,347,2
670,347,2
670,347,2
672,348,2
675,348,2
679,348,2
686,349,2
694,350,2
703,350,2
715,351,2
729,352,2
744,353,2
761,354,2
779,356,2
797,359,2
814,363,2
831,366,2
846,370,2
859,373,2
871,375,2
881,377,2
888,378,2
893,379,2
897,379,2
899,379,2
899,379,2
899,379,2
898,379,2
895,379,2
889,380,2
34
636,292,1
636,293,1
636,293,1
636,293,1
636,293,1
640,293,1
646,293,1
657,292,1
671,291,1
687,289,1
707,288,1
729,286,1
752,284,1
774,283,1
795,282,1
813,281,1
827,280,1
837,279,1
844,279,1
849,278,1
850,278,1
629,332,2
631,332,2
639,332,2
652,332,2
670,332,2
692,332,2
717,331,2
744,329,2
772,328,2
797,326,2
819,324,2
836,323,2
849,321,2
39
276,331,1
277,331,1
277,331,1
278,331,1
279,331,1
282,331,1
286,331,1
292,331,1
298,330,1
304,329,1
310,328,1
315,327,1
321,327,1
326,327,1
332,327,1
339,326,1
346,326,1
355,325,1
365,324,1
375,323,1
386,321,1
395,320,1
278,358,2
278,358,2
278,358,2
283,358,2
289,358,2
299,358,2
310,358,2
324,358,2
340,357,2
358,356,2
377,356,2
396,355,2
413,354,2
428,353,2
441,352,2
450,351,2
455,350,2
36
586,294,1
589,294,1
592,294,1
594,294,1
598,294,1
603,294,1
610,294,1
618,294,1
629,293,1
642,292,1
656,291,1
670,291,1
684,290,1
698,290,1
709,289,1
720,288,1
729,288,1
737,287,1
742,287,1
745,287,1
587,329,2
586,329,2
586,329,2
590,329,2
597,328,2
608,327,2
622,326,2
639,325,2
657,324,2
676,323,2
694,322,2
710,321,2
724,320,2
737,319,2
747,318,2
753,317,2
19
483,355,1
492,355,1
505,352,1
523,349,1
545,346,1
570,343,1
597,340,1
624,337,1
649,335,1
672,333,1
692,332,1
706,332,1
716,332,1
594,407,2
609,403,2
630,399,2
655,396,2
681,394,2
704,392,2
19
916,360,1
924,360,1
937,360,1
952,359,1
967,358,1
982,356,1
996,354,1
1010,353,1
1020,352,1
