44
701,225,1
701,225,1
701,225,1
701,225,1
701,225,1
701,225,1
701,227,1
701,230,1
702,235,1
703,244,1
705,257,1
707,273,1
709,292,1
710,313,1
711,336,1
711,356,1
711,375,1
711,391,1
710,403,1
710,412,1
709,417,1
709,418,1
709,417,1
709,411,1
611,300,2
610,301,2
610,301,2
610,302,2
612,303,2
618,304,2
627,306,2
641,308,2
659,310,2
680,311,2
706,312,2
734,312,2
764,312,2
794,312,2
821,311,2
844,310,2
861,309,2
872,308,2
877,307,2
879,307,2
40
932,269,1
932,269,1
932,270,1
932,270,1
932,272,1
932,274,1
932,277,1
932,281,1
933,286,1
934,292,1
935,298,1
935,306,1
935,315,1
935,324,1
935,334,1
935,345,1
935,355,1
935,364,1
934,371,1
934,376,1
934,379,1
934,380,1
934,380,1
933,378,1
898,311,2
898,311,2
901,311,2
905,312,2
912,312,2
920,312,2
929,312,2
939,312,2
949,312,2
959,312,2
967,313,2
974,314,2
979,315,2
982,316,2
982,317,2
982,317,2
53
678,278,1
678,277,1
678,277,1
678,277,1
678,277,1
678,277,1
678,277,1
678,277,1
678,277,1
678,277,1
678,277,1
678,277,1
678,277,1
678,277,1
678,277,1
678,277,1
678,280,1
678,284,1
678,290,1
677,298,1
676,307,1
675,318,1
674,329,1
672,341,1
671,353,1
670,365,1
668,374,1
667,382,1
667,387,1
666,390,1
666,391,1
666,391,1
667,390,1
668,387,1
669,382,1
637,340,2
636,340,2
636,341,2
636,341,2
638,341,2
642,341,2
649,340,2
660,339,2
673,337,2
688,335,2
703,333,2
718,332,2
731,331,2
743,331,2
751,331,2
757,332,2
761,334,2
761,336,2
63
285,289,1
288,287,1
290,284,1
291,282,1
292,279,1
293,277,1
294,275,1
295,274,1
295,273,1
295,272,1
295,272,1
295,272,1
295,272,1
295,272,1
295,272,1
295,272,1
295,272,1
295,272,1
295,272,1
295,272,1
295,272,1
295,273,1
295,276,1
295,281,1
295,289,1
295,300,1
295,312,1
295,326,1
295,340,1
295,355,1
294,368,1
293,379,1
292,388,1
292,395,1
292,399,1
292,400,1
292,401,1
293,401,1
295,398,1
297,394,1
298,387,1
219,345,2
218,345,2
218,345,2
218,345,2
218,345,2
219,345,2
222,344,2
228,342,2
237,340,2
249,338,2
264,336,2
281,334,2
300,332,2
319,330,2
339,329,2
359,328,2
378,327,2
395,327,2
410,327,2
421,329,2
428,331,2
433,333,2
33
473,288,1
473,288,1
473,288,1
473,288,1
473,291,1
473,296,1
473,303,1
475,312,1
477,325,1
479,339,1
481,355,1
483,372,1
485,388,1
485,403,1
485,415,1
485,424,1
485,431,1
483,435,1
481,436,1
478,435,1
420,346,2
421,345,2
424,344,2
431,343,2
441,342,2
456,342,2
475,341,2
499,339,2
526,338,2
555,335,2
583,333,2
606,331,2
624,330,2
67
718,248,1
717,248,1
717,247,1
716,246,1
715,245,1
715,244,1
714,242,1
714,239,1
714,237,1
713,234,1
713,232,1
713,230,1
713,229,1
713,228,1
713,227,1
713,227,1
713,227,1
713,227,1
713,227,1
713,227,1
713,227,1
713,227,1
713,227,1
713,228,1
713,230,1
713,236,1
713,245,1
713,257,1
713,273,1
713,289,1
713,305,1
713,321,1
713,336,1
714,349,1
714,359,1
714,366,1
714,370,1
714,372,1
714,373,1
714,373,1
714,371,1
713,367,1
610,298,2
610,298,2
610,298,2
610,298,2
610,298,2
610,298,2
613,298,2
616,298,2
622,298,2
629,298,2
639,298,2
651,298,2
667,298,2
686,297,2
706,297,2
729,297,2
752,297,2
774,298,2
793,300,2
808,302,2
820,304,2
827,305,2
831,306,2
833,307,2
833,307,2
