58
411,349,0
413,348,0
415,347,0
419,346,0
422,346,0
426,346,0
430,346,0
433,345,0
438,345,0
442,344,0
447,343,0
452,343,0
456,342,0
461,342,0
465,342,0
470,342,0
476,342,0
482,342,0
490,343,0
498,343,0
507,343,0
516,343,0
526,343,0
537,343,0
548,343,0
558,342,0
569,342,0
580,342,0
590,341,0
601,341,0
611,341,0
622,341,0
633,341,0
644,341,0
655,341,0
666,342,0
677,343,0
688,343,0
699,344,0
709,344,0
719,344,0
729,344,0
739,343,0
748,343,0
756,342,0
764,341,0
771,341,0
778,341,0
785,340,0
791,340,0
798,340,0
804,340,0
809,340,0
812,340,0
815,340,0
818,340,0
820,340,0
821,340,0
61
665,164,0
666,163,0
666,162,0
666,162,0
666,162,0
666,162,0
666,162,0
666,162,0
666,162,0
666,162,0
666,162,0
666,163,0
666,165,0
666,167,0
666,170,0
666,174,0
666,178,0
666,183,0
666,189,0
664,195,0
663,203,0
661,210,0
660,218,0
658,226,0
657,233,0
656,241,0
655,249,0
654,256,0
653,263,0
652,270,0
650,278,0
649,285,0
648,293,0
647,301,0
645,309,0
644,317,0
642,326,0
641,335,0
640,345,0
639,354,0
638,364,0
638,373,0
638,382,0
638,392,0
638,401,0
639,409,0
639,418,0
640,426,0
640,433,0
641,441,0
641,447,0
642,453,0
643,458,0
643,462,0
643,466,0
643,469,0
643,472,0
642,474,0
641,475,0
640,476,0
638,476,0
56
498,216,0
497,215,0
497,214,0
497,214,0
497,213,0
498,212,0
498,212,0
499,211,0
500,211,0
501,211,0
503,211,0
505,211,0
506,211,0
508,211,0
510,212,0
512,213,0
514,216,0
516,218,0
520,221,0
523,225,0
528,230,0
533,235,0
539,240,0
545,245,0
552,251,0
559,257,0
566,263,0
573,270,0
579,276,0
586,283,0
592,290,0
599,297,0
606,304,0
614,311,0
622,318,0
631,325,0
641,331,0
650,338,0
661,346,0
671,353,0
681,361,0
691,369,0
700,376,0
709,382,0
718,388,0
726,393,0
734,398,0
741,403,0
748,407,0
753,411,0
758,414,0
761,417,0
764,420,0
765,421,0
766,423,0
766,424,0
50
434,452,1
434,452,1
434,451,1
434,449,1
436,447,1
439,445,1
441,442,1
443,440,1
445,438,1
447,436,1
450,433,1
454,430,1
458,427,1
463,423,1
468,418,1
474,414,1
481,409,1
489,403,1
498,397,1
508,391,1
520,383,1
532,376,1
544,367,1
557,359,1
570,350,1
582,341,1
594,332,1
605,323,1
616,315,1
627,307,1
638,299,1
648,292,1
658,285,1
668,279,1
678,273,1
687,267,1
697,261,1
705,255,1
714,249,1
721,243,1
728,237,1
735,232,1
742,226,1
748,221,1
754,217,1
760,213,1
765,210,1
768,207,1
771,205,1
772,203,1
59
419,333,1
418,334,1
416,334,1
416,334,1
415,334,1
415,334,1
415,334,1
415,334,1
415,334,1
415,334,1
415,334,1
415,334,1
415,334,1
415,334,1
415,334,1
417,334,1
419,334,1
423,333,1
427,332,1
432,330,1
438,328,1
446,325,1
456,320,1
468,315,1
482,309,1
499,302,1
518,295,1
539,287,1
560,280,1
581,272,1
602,266,1
623,260,1
644,255,1
664,249,1
682,244,1
699,239,1
714,235,1
727,230,1
739,226,1
750,222,1
760,218,1
768,215,1
774,213,1
778,211,1
781,210,1
782,210,1
783,210,1
783,210,1
783,210,1
783,210,1
783,210,1
783,210,1
782,210,1
781,210,1
778,210,1
775,211,1
770,213,1
765,215,1
760,217,1
40
1105,159,1
1107,157,1
1109,156,1
1111,156,1
1113,155,1
1114,154,1
1115,153,1
1115,153,1
1115,153,1
1115,153,1
1113,154,1
1108,157,1
1099,162,1
1087,170,1
1069,181,1
1048,195,1
1023,212,1
994,232,1
962,254,1
927,279,1
890,306,1
850,334,1
810,364,1
768,395,1
724,427,1
679,460,1
636,494,1
591,528,1
548,562,1
508,594,1
470,624,1
436,652,1
405,676,1
379,697,1
358,714,1
342,727,1
332,736,1
326,740,1
322,740,1
319,734,1
